input,output
Create a blue sphere at -97 -98 -66,"createObject(type='sphere', color='blue', location={x:-97, y:-98, z:-66})"
Create a red sphere at -85 70 -89,"createObject(type='sphere', color='red', location={x:-85, y:70, z:-89})"
Create a green sphere at 52 -82 -21,"createObject(type='sphere', color='green', location={x:52, y:-82, z:-21})"
Create a red cube at 95 -35 12,"createObject(type='cube', color='red', location={x:95, y:-35, z:12})"
Create a blue sphere at 34 -28 79,"createObject(type='sphere', color='blue', location={x:34, y:-28, z:79})"
Create a blue pyramid at 62 93 87,"createObject(type='pyramid', color='blue', location={x:62, y:93, z:87})"
Create a blue cube at -56 -98 -96,"createObject(type='cube', color='blue', location={x:-56, y:-98, z:-96})"
Create a red pyramid at -63 -65 90,"createObject(type='pyramid', color='red', location={x:-63, y:-65, z:90})"
Create a green pyramid at -24 -35 -5,"createObject(type='pyramid', color='green', location={x:-24, y:-35, z:-5})"
Create a blue pyramid at 7 -6 -73,"createObject(type='pyramid', color='blue', location={x:7, y:-6, z:-73})"
Create a green sphere at 20 -73 -20,"createObject(type='sphere', color='green', location={x:20, y:-73, z:-20})"
Create a green pyramid at 9 -46 92,"createObject(type='pyramid', color='green', location={x:9, y:-46, z:92})"
Create a yellow pyramid at 61 -67 -43,"createObject(type='pyramid', color='yellow', location={x:61, y:-67, z:-43})"
Create a red pyramid at 43 72 -6,"createObject(type='pyramid', color='red', location={x:43, y:72, z:-6})"
Create a yellow sphere at 30 -12 59,"createObject(type='sphere', color='yellow', location={x:30, y:-12, z:59})"
Create a red sphere at -71 61 46,"createObject(type='sphere', color='red', location={x:-71, y:61, z:46})"
Create a blue sphere at -54 23 -8,"createObject(type='sphere', color='blue', location={x:-54, y:23, z:-8})"
Create a red pyramid at -27 -84 65,"createObject(type='pyramid', color='red', location={x:-27, y:-84, z:65})"
Create a green cube at 24 93 13,"createObject(type='cube', color='green', location={x:24, y:93, z:13})"
Create a red sphere at 85 -65 39,"createObject(type='sphere', color='red', location={x:85, y:-65, z:39})"
Create a yellow pyramid at -61 88 56,"createObject(type='pyramid', color='yellow', location={x:-61, y:88, z:56})"
Create a yellow cube at -56 17 -25,"createObject(type='cube', color='yellow', location={x:-56, y:17, z:-25})"
Create a yellow pyramid at 12 -99 -8,"createObject(type='pyramid', color='yellow', location={x:12, y:-99, z:-8})"
Create a yellow sphere at -25 92 -36,"createObject(type='sphere', color='yellow', location={x:-25, y:92, z:-36})"
Create a red pyramid at -22 31 -53,"createObject(type='pyramid', color='red', location={x:-22, y:31, z:-53})"
Create a yellow pyramid at -56 51 26,"createObject(type='pyramid', color='yellow', location={x:-56, y:51, z:26})"
Create a green sphere at 92 -63 -77,"createObject(type='sphere', color='green', location={x:92, y:-63, z:-77})"
Create a yellow cube at -43 -39 -67,"createObject(type='cube', color='yellow', location={x:-43, y:-39, z:-67})"
Create a blue cube at 24 67 36,"createObject(type='cube', color='blue', location={x:24, y:67, z:36})"
Create a blue sphere at -47 -24 55,"createObject(type='sphere', color='blue', location={x:-47, y:-24, z:55})"
Create a green pyramid at 34 94 5,"createObject(type='pyramid', color='green', location={x:34, y:94, z:5})"
Create a yellow sphere at 19 -100 97,"createObject(type='sphere', color='yellow', location={x:19, y:-100, z:97})"
Create a yellow cube at 57 -97 96,"createObject(type='cube', color='yellow', location={x:57, y:-97, z:96})"
Create a green pyramid at 77 -26 19,"createObject(type='pyramid', color='green', location={x:77, y:-26, z:19})"
Create a red sphere at -26 34 -63,"createObject(type='sphere', color='red', location={x:-26, y:34, z:-63})"
Create a yellow cube at 25 -22 -77,"createObject(type='cube', color='yellow', location={x:25, y:-22, z:-77})"
Create a green cube at -75 -40 64,"createObject(type='cube', color='green', location={x:-75, y:-40, z:64})"
Create a red cube at 30 62 -99,"createObject(type='cube', color='red', location={x:30, y:62, z:-99})"
Create a yellow cube at 59 5 82,"createObject(type='cube', color='yellow', location={x:59, y:5, z:82})"
Create a red cube at 98 94 93,"createObject(type='cube', color='red', location={x:98, y:94, z:93})"
Create a blue sphere at -70 85 43,"createObject(type='sphere', color='blue', location={x:-70, y:85, z:43})"
Create a green sphere at 75 -55 -66,"createObject(type='sphere', color='green', location={x:75, y:-55, z:-66})"
Create a red pyramid at -11 28 68,"createObject(type='pyramid', color='red', location={x:-11, y:28, z:68})"
Create a blue pyramid at 66 2 -84,"createObject(type='pyramid', color='blue', location={x:66, y:2, z:-84})"
Create a blue sphere at 100 -50 14,"createObject(type='sphere', color='blue', location={x:100, y:-50, z:14})"
Create a red sphere at 30 48 -68,"createObject(type='sphere', color='red', location={x:30, y:48, z:-68})"
Create a green pyramid at -22 51 -22,"createObject(type='pyramid', color='green', location={x:-22, y:51, z:-22})"
Create a red cube at -90 -65 55,"createObject(type='cube', color='red', location={x:-90, y:-65, z:55})"
Create a green sphere at -17 -50 98,"createObject(type='sphere', color='green', location={x:-17, y:-50, z:98})"
Create a yellow sphere at 68 -14 59,"createObject(type='sphere', color='yellow', location={x:68, y:-14, z:59})"
Create a red pyramid at -20 100 -35,"createObject(type='pyramid', color='red', location={x:-20, y:100, z:-35})"
Create a yellow sphere at -5 -76 95,"createObject(type='sphere', color='yellow', location={x:-5, y:-76, z:95})"
Create a green cube at -100 82 0,"createObject(type='cube', color='green', location={x:-100, y:82, z:0})"
Create a blue sphere at 84 54 -73,"createObject(type='sphere', color='blue', location={x:84, y:54, z:-73})"
Create a yellow cube at 73 84 20,"createObject(type='cube', color='yellow', location={x:73, y:84, z:20})"
Create a red cube at -48 1 -67,"createObject(type='cube', color='red', location={x:-48, y:1, z:-67})"
Create a red pyramid at 35 -24 -39,"createObject(type='pyramid', color='red', location={x:35, y:-24, z:-39})"
Create a red cube at -70 -43 -9,"createObject(type='cube', color='red', location={x:-70, y:-43, z:-9})"
Create a yellow pyramid at 51 -48 -61,"createObject(type='pyramid', color='yellow', location={x:51, y:-48, z:-61})"
Create a green cube at 85 -41 51,"createObject(type='cube', color='green', location={x:85, y:-41, z:51})"
Create a red pyramid at 55 17 53,"createObject(type='pyramid', color='red', location={x:55, y:17, z:53})"
Create a yellow sphere at -19 -54 -60,"createObject(type='sphere', color='yellow', location={x:-19, y:-54, z:-60})"
Create a red cube at -40 -10 71,"createObject(type='cube', color='red', location={x:-40, y:-10, z:71})"
Create a red sphere at 99 55 88,"createObject(type='sphere', color='red', location={x:99, y:55, z:88})"
Create a green pyramid at -11 -16 15,"createObject(type='pyramid', color='green', location={x:-11, y:-16, z:15})"
Create a yellow cube at 73 80 5,"createObject(type='cube', color='yellow', location={x:73, y:80, z:5})"
Create a yellow cube at -47 -57 22,"createObject(type='cube', color='yellow', location={x:-47, y:-57, z:22})"
Create a yellow pyramid at 8 53 -52,"createObject(type='pyramid', color='yellow', location={x:8, y:53, z:-52})"
Create a yellow pyramid at 26 -29 60,"createObject(type='pyramid', color='yellow', location={x:26, y:-29, z:60})"
Create a green pyramid at 81 8 -84,"createObject(type='pyramid', color='green', location={x:81, y:8, z:-84})"
Create a blue cube at 98 60 -68,"createObject(type='cube', color='blue', location={x:98, y:60, z:-68})"
Create a red pyramid at -89 21 34,"createObject(type='pyramid', color='red', location={x:-89, y:21, z:34})"
Create a blue cube at -48 97 -87,"createObject(type='cube', color='blue', location={x:-48, y:97, z:-87})"
Move sphere to -3 -38 -10,"moveObject(target='sphere', location={x:-3, y:-38, z:-10})"
Move pyramid to -96 -12 81,"moveObject(target='pyramid', location={x:-96, y:-12, z:81})"
Move sphere to 73 20 -51,"moveObject(target='sphere', location={x:73, y:20, z:-51})"
Move sphere to -71 15 40,"moveObject(target='sphere', location={x:-71, y:15, z:40})"
Move sphere to 97 -40 -8,"moveObject(target='sphere', location={x:97, y:-40, z:-8})"
Move cube to -50 19 -5,"moveObject(target='cube', location={x:-50, y:19, z:-5})"
Move cube to 35 17 54,"moveObject(target='cube', location={x:35, y:17, z:54})"
Move cube to 12 8 92,"moveObject(target='cube', location={x:12, y:8, z:92})"
Move sphere to -60 -60 88,"moveObject(target='sphere', location={x:-60, y:-60, z:88})"
Move sphere to -35 25 64,"moveObject(target='sphere', location={x:-35, y:25, z:64})"
Move pyramid to 40 43 -67,"moveObject(target='pyramid', location={x:40, y:43, z:-67})"
Move pyramid to -93 43 17,"moveObject(target='pyramid', location={x:-93, y:43, z:17})"
Move pyramid to 58 16 97,"moveObject(target='pyramid', location={x:58, y:16, z:97})"
Move sphere to -84 86 51,"moveObject(target='sphere', location={x:-84, y:86, z:51})"
Move cube to 88 -71 -66,"moveObject(target='cube', location={x:88, y:-71, z:-66})"
Move sphere to -66 9 48,"moveObject(target='sphere', location={x:-66, y:9, z:48})"
Move pyramid to 27 -73 -87,"moveObject(target='pyramid', location={x:27, y:-73, z:-87})"
Move cube to 63 26 58,"moveObject(target='cube', location={x:63, y:26, z:58})"
Move sphere to 61 91 -6,"moveObject(target='sphere', location={x:61, y:91, z:-6})"
Move cube to 83 -83 -72,"moveObject(target='cube', location={x:83, y:-83, z:-72})"
Move sphere to -64 -97 59,"moveObject(target='sphere', location={x:-64, y:-97, z:59})"
Move pyramid to -70 97 -41,"moveObject(target='pyramid', location={x:-70, y:97, z:-41})"
Move cube to 67 -52 -12,"moveObject(target='cube', location={x:67, y:-52, z:-12})"
Move pyramid to -49 -14 77,"moveObject(target='pyramid', location={x:-49, y:-14, z:77})"
Move pyramid to -89 6 5,"moveObject(target='pyramid', location={x:-89, y:6, z:5})"
Move sphere to -79 32 44,"moveObject(target='sphere', location={x:-79, y:32, z:44})"
Move cube to 7 91 -49,"moveObject(target='cube', location={x:7, y:91, z:-49})"
Move cube to -59 80 30,"moveObject(target='cube', location={x:-59, y:80, z:30})"
Move pyramid to -42 -68 -85,"moveObject(target='pyramid', location={x:-42, y:-68, z:-85})"
Move sphere to -6 -52 41,"moveObject(target='sphere', location={x:-6, y:-52, z:41})"
Move cube to -100 15 5,"moveObject(target='cube', location={x:-100, y:15, z:5})"
Move sphere to 93 43 3,"moveObject(target='sphere', location={x:93, y:43, z:3})"
Move sphere to 39 -6 19,"moveObject(target='sphere', location={x:39, y:-6, z:19})"
Move cube to 88 -86 91,"moveObject(target='cube', location={x:88, y:-86, z:91})"
Move sphere to 0 -38 83,"moveObject(target='sphere', location={x:0, y:-38, z:83})"
Move cube to -28 16 -9,"moveObject(target='cube', location={x:-28, y:16, z:-9})"
Move cube to -36 -93 23,"moveObject(target='cube', location={x:-36, y:-93, z:23})"
Move sphere to -3 14 92,"moveObject(target='sphere', location={x:-3, y:14, z:92})"
Move pyramid to -68 -89 -63,"moveObject(target='pyramid', location={x:-68, y:-89, z:-63})"
Move cube to 2 83 8,"moveObject(target='cube', location={x:2, y:83, z:8})"
Move cube to -11 48 46,"moveObject(target='cube', location={x:-11, y:48, z:46})"
Move pyramid to 31 2 3,"moveObject(target='pyramid', location={x:31, y:2, z:3})"
Move sphere to -51 89 45,"moveObject(target='sphere', location={x:-51, y:89, z:45})"
Move pyramid to 39 63 36,"moveObject(target='pyramid', location={x:39, y:63, z:36})"
Move cube to -57 -41 -40,"moveObject(target='cube', location={x:-57, y:-41, z:-40})"
Move cube to 11 97 -19,"moveObject(target='cube', location={x:11, y:97, z:-19})"
Move sphere to 31 50 7,"moveObject(target='sphere', location={x:31, y:50, z:7})"
Move sphere to -93 -60 23,"moveObject(target='sphere', location={x:-93, y:-60, z:23})"
Move sphere to -47 -89 46,"moveObject(target='sphere', location={x:-47, y:-89, z:46})"
Move sphere to -95 58 69,"moveObject(target='sphere', location={x:-95, y:58, z:69})"
Move cube to -9 -2 -12,"moveObject(target='cube', location={x:-9, y:-2, z:-12})"
Move sphere to 11 -26 27,"moveObject(target='sphere', location={x:11, y:-26, z:27})"
Move pyramid to 46 -97 -5,"moveObject(target='pyramid', location={x:46, y:-97, z:-5})"
Move cube to 65 27 -72,"moveObject(target='cube', location={x:65, y:27, z:-72})"
Move pyramid to -69 -35 -81,"moveObject(target='pyramid', location={x:-69, y:-35, z:-81})"
Move sphere to -44 70 1,"moveObject(target='sphere', location={x:-44, y:70, z:1})"
Move pyramid to 67 -18 99,"moveObject(target='pyramid', location={x:67, y:-18, z:99})"
Move cube to -86 -19 78,"moveObject(target='cube', location={x:-86, y:-19, z:78})"
Move pyramid to -79 -91 -3,"moveObject(target='pyramid', location={x:-79, y:-91, z:-3})"
Move sphere to -20 -17 51,"moveObject(target='sphere', location={x:-20, y:-17, z:51})"
Move pyramid to -5 80 89,"moveObject(target='pyramid', location={x:-5, y:80, z:89})"
Move sphere to 15 86 15,"moveObject(target='sphere', location={x:15, y:86, z:15})"
Move pyramid to -87 -41 65,"moveObject(target='pyramid', location={x:-87, y:-41, z:65})"
Move cube to -75 17 -10,"moveObject(target='cube', location={x:-75, y:17, z:-10})"
Move pyramid to 25 87 90,"moveObject(target='pyramid', location={x:25, y:87, z:90})"
Move sphere to 43 -44 -85,"moveObject(target='sphere', location={x:43, y:-44, z:-85})"
Move cube to -4 6 5,"moveObject(target='cube', location={x:-4, y:6, z:5})"
Move cube to -77 90 40,"moveObject(target='cube', location={x:-77, y:90, z:40})"
Move cube to -20 -28 -70,"moveObject(target='cube', location={x:-20, y:-28, z:-70})"
Move pyramid to 24 -65 48,"moveObject(target='pyramid', location={x:24, y:-65, z:48})"
Move pyramid to -49 -48 -29,"moveObject(target='pyramid', location={x:-49, y:-48, z:-29})"
Move pyramid to -13 -54 -16,"moveObject(target='pyramid', location={x:-13, y:-54, z:-16})"
Move sphere to 19 -23 -80,"moveObject(target='sphere', location={x:19, y:-23, z:-80})"
Move pyramid to 74 26 -82,"moveObject(target='pyramid', location={x:74, y:26, z:-82})"
Move cube to -81 -38 -80,"moveObject(target='cube', location={x:-81, y:-38, z:-80})"
Move pyramid to 30 -21 55,"moveObject(target='pyramid', location={x:30, y:-21, z:55})"
Move pyramid to -19 67 -100,"moveObject(target='pyramid', location={x:-19, y:67, z:-100})"
Move pyramid to 68 -100 6,"moveObject(target='pyramid', location={x:68, y:-100, z:6})"
Move cube to 42 78 -54,"moveObject(target='cube', location={x:42, y:78, z:-54})"
Move sphere to 92 42 -12,"moveObject(target='sphere', location={x:92, y:42, z:-12})"
Move pyramid to 18 12 12,"moveObject(target='pyramid', location={x:18, y:12, z:12})"
Move pyramid to 76 80 37,"moveObject(target='pyramid', location={x:76, y:80, z:37})"
Move sphere to -6 -31 100,"moveObject(target='sphere', location={x:-6, y:-31, z:100})"
Move pyramid to -90 38 -77,"moveObject(target='pyramid', location={x:-90, y:38, z:-77})"
Move sphere to -36 -59 -60,"moveObject(target='sphere', location={x:-36, y:-59, z:-60})"
Move cube to -37 5 -92,"moveObject(target='cube', location={x:-37, y:5, z:-92})"
Move cube to 55 -2 38,"moveObject(target='cube', location={x:55, y:-2, z:38})"
Move sphere to 29 -5 -30,"moveObject(target='sphere', location={x:29, y:-5, z:-30})"
Move cube to -49 44 99,"moveObject(target='cube', location={x:-49, y:44, z:99})"
Move pyramid to 63 -62 26,"moveObject(target='pyramid', location={x:63, y:-62, z:26})"
Move sphere to 59 15 -43,"moveObject(target='sphere', location={x:59, y:15, z:-43})"
Move sphere to 76 -99 -11,"moveObject(target='sphere', location={x:76, y:-99, z:-11})"
Move sphere to -79 -54 76,"moveObject(target='sphere', location={x:-79, y:-54, z:76})"
Move sphere to -49 22 -35,"moveObject(target='sphere', location={x:-49, y:22, z:-35})"
Move pyramid to 30 51 -92,"moveObject(target='pyramid', location={x:30, y:51, z:-92})"
Move sphere to -28 -67 0,"moveObject(target='sphere', location={x:-28, y:-67, z:0})"
Move sphere to 92 50 -100,"moveObject(target='sphere', location={x:92, y:50, z:-100})"
Move sphere to 70 -79 21,"moveObject(target='sphere', location={x:70, y:-79, z:21})"
Move pyramid to 32 16 -61,"moveObject(target='pyramid', location={x:32, y:16, z:-61})"
Move pyramid to 77 -61 -94,"moveObject(target='pyramid', location={x:77, y:-61, z:-94})"
Rotate cube by 196 degrees on X axis,"rotateObject(target='cube', rotation={x:196, y:0, z:0})"
Rotate pyramid by 120 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:120})"
Rotate sphere by 88 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:88, z:0})"
Rotate pyramid by 269 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:269, z:0})"
Rotate cube by 169 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:169})"
Rotate sphere by 137 degrees on X axis,"rotateObject(target='sphere', rotation={x:137, y:0, z:0})"
Rotate cube by 310 degrees on X axis,"rotateObject(target='cube', rotation={x:310, y:0, z:0})"
Rotate pyramid by 20 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:20})"
Rotate sphere by 18 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:18})"
Rotate cube by 332 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:332, z:0})"
Rotate sphere by 95 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:95})"
Rotate cube by 177 degrees on X axis,"rotateObject(target='cube', rotation={x:177, y:0, z:0})"
Rotate pyramid by 4 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:4})"
Rotate cube by 101 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:101, z:0})"
Rotate cube by 137 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:137})"
Rotate pyramid by 27 degrees on X axis,"rotateObject(target='pyramid', rotation={x:27, y:0, z:0})"
Rotate sphere by 37 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:37})"
Rotate sphere by 57 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:57, z:0})"
Rotate sphere by 261 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:261})"
Rotate pyramid by 31 degrees on X axis,"rotateObject(target='pyramid', rotation={x:31, y:0, z:0})"
Rotate pyramid by 121 degrees on X axis,"rotateObject(target='pyramid', rotation={x:121, y:0, z:0})"
Rotate sphere by 35 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:35})"
Rotate cube by 321 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:321, z:0})"
Rotate pyramid by 172 degrees on X axis,"rotateObject(target='pyramid', rotation={x:172, y:0, z:0})"
Rotate cube by 278 degrees on X axis,"rotateObject(target='cube', rotation={x:278, y:0, z:0})"
Rotate sphere by 275 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:275})"
Rotate cube by 294 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:294})"
Rotate sphere by 317 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:317})"
Rotate cube by 35 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:35, z:0})"
Rotate cube by 124 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:124, z:0})"
Rotate sphere by 313 degrees on X axis,"rotateObject(target='sphere', rotation={x:313, y:0, z:0})"
Rotate sphere by 91 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:91})"
Rotate cube by 214 degrees on X axis,"rotateObject(target='cube', rotation={x:214, y:0, z:0})"
Rotate pyramid by 335 degrees on X axis,"rotateObject(target='pyramid', rotation={x:335, y:0, z:0})"
Rotate cube by 208 degrees on X axis,"rotateObject(target='cube', rotation={x:208, y:0, z:0})"
Rotate cube by 252 degrees on X axis,"rotateObject(target='cube', rotation={x:252, y:0, z:0})"
Rotate sphere by 308 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:308})"
Rotate sphere by 204 degrees on X axis,"rotateObject(target='sphere', rotation={x:204, y:0, z:0})"
Rotate cube by 319 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:319})"
Rotate pyramid by 330 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:330})"
Rotate sphere by 34 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:34})"
Rotate cube by 235 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:235})"
Rotate pyramid by 98 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:98, z:0})"
Rotate sphere by 183 degrees on X axis,"rotateObject(target='sphere', rotation={x:183, y:0, z:0})"
Rotate pyramid by 324 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:324, z:0})"
Rotate pyramid by 294 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:294, z:0})"
Rotate sphere by 186 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:186, z:0})"
Rotate sphere by 282 degrees on X axis,"rotateObject(target='sphere', rotation={x:282, y:0, z:0})"
Rotate sphere by 236 degrees on X axis,"rotateObject(target='sphere', rotation={x:236, y:0, z:0})"
Rotate cube by 56 degrees on X axis,"rotateObject(target='cube', rotation={x:56, y:0, z:0})"
Rotate cube by 238 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:238, z:0})"
Rotate cube by 125 degrees on X axis,"rotateObject(target='cube', rotation={x:125, y:0, z:0})"
Rotate cube by 24 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:24, z:0})"
Rotate cube by 10 degrees on X axis,"rotateObject(target='cube', rotation={x:10, y:0, z:0})"
Rotate sphere by 221 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:221, z:0})"
Rotate sphere by 250 degrees on X axis,"rotateObject(target='sphere', rotation={x:250, y:0, z:0})"
Rotate cube by 147 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:147, z:0})"
Rotate pyramid by 162 degrees on X axis,"rotateObject(target='pyramid', rotation={x:162, y:0, z:0})"
Rotate pyramid by 201 degrees on X axis,"rotateObject(target='pyramid', rotation={x:201, y:0, z:0})"
Rotate pyramid by 9 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:9})"
Rotate sphere by 100 degrees on X axis,"rotateObject(target='sphere', rotation={x:100, y:0, z:0})"
Rotate pyramid by 72 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:72, z:0})"
Rotate sphere by 179 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:179})"
Rotate cube by 115 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:115})"
Rotate pyramid by 329 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:329})"
Rotate cube by 221 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:221})"
Rotate pyramid by 314 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:314})"
Rotate sphere by 223 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:223, z:0})"
Rotate cube by 52 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:52, z:0})"
Rotate sphere by 224 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:224})"
Rotate sphere by 304 degrees on X axis,"rotateObject(target='sphere', rotation={x:304, y:0, z:0})"
Rotate pyramid by 184 degrees on X axis,"rotateObject(target='pyramid', rotation={x:184, y:0, z:0})"
Rotate cube by 184 degrees on X axis,"rotateObject(target='cube', rotation={x:184, y:0, z:0})"
Rotate cube by 219 degrees on X axis,"rotateObject(target='cube', rotation={x:219, y:0, z:0})"
Rotate cube by 60 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:60, z:0})"
Rotate sphere by 170 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:170})"
Rotate sphere by 5 degrees on X axis,"rotateObject(target='sphere', rotation={x:5, y:0, z:0})"
Rotate cube by 111 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:111, z:0})"
Rotate cube by 349 degrees on X axis,"rotateObject(target='cube', rotation={x:349, y:0, z:0})"
Rotate sphere by 113 degrees on X axis,"rotateObject(target='sphere', rotation={x:113, y:0, z:0})"
Rotate pyramid by 21 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:21})"
Rotate sphere by 327 degrees on X axis,"rotateObject(target='sphere', rotation={x:327, y:0, z:0})"
Rotate sphere by 98 degrees on X axis,"rotateObject(target='sphere', rotation={x:98, y:0, z:0})"
Rotate cube by 313 degrees on X axis,"rotateObject(target='cube', rotation={x:313, y:0, z:0})"
Rotate sphere by 272 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:272, z:0})"
Rotate sphere by 46 degrees on X axis,"rotateObject(target='sphere', rotation={x:46, y:0, z:0})"
Rotate cube by 306 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:306, z:0})"
Rotate sphere by 317 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:317})"
Rotate sphere by 116 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:116})"
Rotate cube by 297 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:297, z:0})"
Rotate pyramid by 296 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:296})"
Rotate pyramid by 139 degrees on X axis,"rotateObject(target='pyramid', rotation={x:139, y:0, z:0})"
