input,output
"Create a yellow cube at X=-66, Y=62, Z=84.","createObject(type="yellow", color="a", location={x:-66, y:62, z:84})"
"Create a yellow pyramid at X=-34, Y=-36, Z=39.","createObject(type="yellow", color="a", location={x:-34, y:-36, z:39})"
"Create a green pyramid at X=97, Y=80, Z=-90.","createObject(type="green", color="a", location={x:97, y:80, z:-90})"
"Create a green pyramid at X=-30, Y=-69, Z=-100.","createObject(type="green", color="a", location={x:-30, y:-69, z:-100})"
"Create a blue pyramid at X=92, Y=-12, Z=12.","createObject(type="blue", color="a", location={x:92, y:-12, z:12})"
"Create a blue sphere at X=-53, Y=60, Z=25.","createObject(type="blue", color="a", location={x:-53, y:60, z:25})"
"Create a yellow cube at X=78, Y=6, Z=16.","createObject(type="yellow", color="a", location={x:78, y:6, z:16})"
"Create a red pyramid at X=24, Y=52, Z=42.","createObject(type="red", color="a", location={x:24, y:52, z:42})"
"Create a red pyramid at X=58, Y=-34, Z=10.","createObject(type="red", color="a", location={x:58, y:-34, z:10})"
"Create a red pyramid at X=63, Y=-59, Z=80.","createObject(type="red", color="a", location={x:63, y:-59, z:80})"
"Create a green sphere at X=87, Y=21, Z=24.","createObject(type="green", color="a", location={x:87, y:21, z:24})"
"Create a yellow sphere at X=75, Y=-16, Z=-66.","createObject(type="yellow", color="a", location={x:75, y:-16, z:-66})"
"Create a red cube at X=-84, Y=-83, Z=21.","createObject(type="red", color="a", location={x:-84, y:-83, z:21})"
"Create a green pyramid at X=9, Y=-24, Z=65.","createObject(type="green", color="a", location={x:9, y:-24, z:65})"
"Create a yellow cube at X=79, Y=64, Z=-75.","createObject(type="yellow", color="a", location={x:79, y:64, z:-75})"
"Create a green sphere at X=4, Y=-61, Z=21.","createObject(type="green", color="a", location={x:4, y:-61, z:21})"
"Create a yellow pyramid at X=57, Y=-43, Z=-53.","createObject(type="yellow", color="a", location={x:57, y:-43, z:-53})"
"Create a red pyramid at X=-41, Y=-68, Z=78.","createObject(type="red", color="a", location={x:-41, y:-68, z:78})"
"Create a red cube at X=-4, Y=91, Z=94.","createObject(type="red", color="a", location={x:-4, y:91, z:94})"
"Create a green pyramid at X=-81, Y=-73, Z=60.","createObject(type="green", color="a", location={x:-81, y:-73, z:60})"
"Create a yellow pyramid at X=-58, Y=42, Z=-60.","createObject(type="yellow", color="a", location={x:-58, y:42, z:-60})"
"Create a green cube at X=3, Y=41, Z=9.","createObject(type="green", color="a", location={x:3, y:41, z:9})"
"Create a green pyramid at X=67, Y=-13, Z=-84.","createObject(type="green", color="a", location={x:67, y:-13, z:-84})"
"Create a blue cube at X=-59, Y=100, Z=54.","createObject(type="blue", color="a", location={x:-59, y:100, z:54})"
"Create a yellow sphere at X=-60, Y=14, Z=51.","createObject(type="yellow", color="a", location={x:-60, y:14, z:51})"
"Create a green cube at X=-40, Y=33, Z=-54.","createObject(type="green", color="a", location={x:-40, y:33, z:-54})"
"Create a green pyramid at X=-29, Y=-51, Z=-86.","createObject(type="green", color="a", location={x:-29, y:-51, z:-86})"
"Create a yellow cube at X=87, Y=-87, Z=74.","createObject(type="yellow", color="a", location={x:87, y:-87, z:74})"
"Create a blue sphere at X=9, Y=98, Z=-64.","createObject(type="blue", color="a", location={x:9, y:98, z:-64})"
"Create a red pyramid at X=52, Y=-78, Z=-40.","createObject(type="red", color="a", location={x:52, y:-78, z:-40})"
"Create a yellow cube at X=92, Y=30, Z=18.","createObject(type="yellow", color="a", location={x:92, y:30, z:18})"
"Create a green sphere at X=49, Y=74, Z=14.","createObject(type="green", color="a", location={x:49, y:74, z:14})"
"Create a green pyramid at X=70, Y=32, Z=54.","createObject(type="green", color="a", location={x:70, y:32, z:54})"
"Create a green sphere at X=-47, Y=86, Z=19.","createObject(type="green", color="a", location={x:-47, y:86, z:19})"
"Create a yellow cube at X=7, Y=9, Z=-33.","createObject(type="yellow", color="a", location={x:7, y:9, z:-33})"
"Create a red pyramid at X=51, Y=29, Z=-78.","createObject(type="red", color="a", location={x:51, y:29, z:-78})"
"Create a red pyramid at X=-71, Y=54, Z=-36.","createObject(type="red", color="a", location={x:-71, y:54, z:-36})"
"Create a green pyramid at X=-12, Y=-15, Z=-66.","createObject(type="green", color="a", location={x:-12, y:-15, z:-66})"
"Create a green cube at X=-25, Y=9, Z=-29.","createObject(type="green", color="a", location={x:-25, y:9, z:-29})"
"Create a red pyramid at X=97, Y=-70, Z=-18.","createObject(type="red", color="a", location={x:97, y:-70, z:-18})"
"Create a yellow sphere at X=3, Y=-16, Z=74.","createObject(type="yellow", color="a", location={x:3, y:-16, z:74})"
"Create a green pyramid at X=-55, Y=-51, Z=-50.","createObject(type="green", color="a", location={x:-55, y:-51, z:-50})"
"Create a green sphere at X=67, Y=-77, Z=79.","createObject(type="green", color="a", location={x:67, y:-77, z:79})"
"Create a blue pyramid at X=65, Y=-52, Z=-34.","createObject(type="blue", color="a", location={x:65, y:-52, z:-34})"
"Create a red cube at X=-81, Y=-41, Z=20.","createObject(type="red", color="a", location={x:-81, y:-41, z:20})"
"Create a green cube at X=98, Y=-28, Z=-71.","createObject(type="green", color="a", location={x:98, y:-28, z:-71})"
"Create a green pyramid at X=-90, Y=-29, Z=-47.","createObject(type="green", color="a", location={x:-90, y:-29, z:-47})"
"Create a green pyramid at X=-56, Y=-67, Z=-56.","createObject(type="green", color="a", location={x:-56, y:-67, z:-56})"
"Create a yellow pyramid at X=52, Y=-26, Z=23.","createObject(type="yellow", color="a", location={x:52, y:-26, z:23})"
"Create a green pyramid at X=84, Y=-58, Z=59.","createObject(type="green", color="a", location={x:84, y:-58, z:59})"
"Create a red pyramid at X=61, Y=50, Z=78.","createObject(type="red", color="a", location={x:61, y:50, z:78})"
"Create a red cube at X=97, Y=27, Z=-76.","createObject(type="red", color="a", location={x:97, y:27, z:-76})"
"Create a red cube at X=-35, Y=19, Z=28.","createObject(type="red", color="a", location={x:-35, y:19, z:28})"
"Create a blue sphere at X=44, Y=1, Z=68.","createObject(type="blue", color="a", location={x:44, y:1, z:68})"
"Create a yellow cube at X=22, Y=17, Z=-79.","createObject(type="yellow", color="a", location={x:22, y:17, z:-79})"
"Create a yellow pyramid at X=69, Y=66, Z=-87.","createObject(type="yellow", color="a", location={x:69, y:66, z:-87})"
"Create a blue cube at X=42, Y=-13, Z=58.","createObject(type="blue", color="a", location={x:42, y:-13, z:58})"
"Create a red pyramid at X=85, Y=-46, Z=-84.","createObject(type="red", color="a", location={x:85, y:-46, z:-84})"
"Create a blue cube at X=69, Y=49, Z=39.","createObject(type="blue", color="a", location={x:69, y:49, z:39})"
"Create a green pyramid at X=-17, Y=12, Z=-17.","createObject(type="green", color="a", location={x:-17, y:12, z:-17})"
"Create a red cube at X=82, Y=-26, Z=-68.","createObject(type="red", color="a", location={x:82, y:-26, z:-68})"
"Create a red pyramid at X=-15, Y=-86, Z=-87.","createObject(type="red", color="a", location={x:-15, y:-86, z:-87})"
"Create a green sphere at X=28, Y=-83, Z=-12.","createObject(type="green", color="a", location={x:28, y:-83, z:-12})"
"Create a yellow sphere at X=67, Y=2, Z=43.","createObject(type="yellow", color="a", location={x:67, y:2, z:43})"
"Create a blue sphere at X=-71, Y=27, Z=-89.","createObject(type="blue", color="a", location={x:-71, y:27, z:-89})"
"Create a yellow sphere at X=-15, Y=-78, Z=41.","createObject(type="yellow", color="a", location={x:-15, y:-78, z:41})"
"Create a red cube at X=-69, Y=-20, Z=-27.","createObject(type="red", color="a", location={x:-69, y:-20, z:-27})"
"Move the pyramid to X=56, Y=55, Z=55.","moveObject(target="pyramid", location={x:56, y:55, z:55})"
"Move the cube to X=-83, Y=78, Z=-18.","moveObject(target="cube", location={x:-83, y:78, z:-18})"
"Move the sphere to X=-18, Y=83, Z=31.","moveObject(target="sphere", location={x:-18, y:83, z:31})"
"Move the sphere to X=-74, Y=69, Z=58.","moveObject(target="sphere", location={x:-74, y:69, z:58})"
"Move the sphere to X=77, Y=-61, Z=-94.","moveObject(target="sphere", location={x:77, y:-61, z:-94})"
"Move the cube to X=-60, Y=30, Z=-15.","moveObject(target="cube", location={x:-60, y:30, z:-15})"
"Move the object to X=70, Y=77, Z=-78.","moveObject(target="object", location={x:70, y:77, z:-78})"
"Move the object to X=-15, Y=-42, Z=-86.","moveObject(target="object", location={x:-15, y:-42, z:-86})"
"Move the pyramid to X=-11, Y=-28, Z=5.","moveObject(target="pyramid", location={x:-11, y:-28, z:5})"
"Move the pyramid to X=59, Y=60, Z=52.","moveObject(target="pyramid", location={x:59, y:60, z:52})"
"Move the cube to X=72, Y=95, Z=66.","moveObject(target="cube", location={x:72, y:95, z:66})"
"Move the pyramid to X=-64, Y=94, Z=-78.","moveObject(target="pyramid", location={x:-64, y:94, z:-78})"
"Move the object to X=25, Y=-25, Z=-61.","moveObject(target="object", location={x:25, y:-25, z:-61})"
"Move the object to X=25, Y=15, Z=-56.","moveObject(target="object", location={x:25, y:15, z:-56})"
"Move the object to X=-57, Y=34, Z=-39.","moveObject(target="object", location={x:-57, y:34, z:-39})"
"Move the object to X=-76, Y=36, Z=-18.","moveObject(target="object", location={x:-76, y:36, z:-18})"
"Move the cube to X=-60, Y=1, Z=-40.","moveObject(target="cube", location={x:-60, y:1, z:-40})"
"Move the sphere to X=-57, Y=48, Z=-94.","moveObject(target="sphere", location={x:-57, y:48, z:-94})"
"Move the sphere to X=55, Y=5, Z=-47.","moveObject(target="sphere", location={x:55, y:5, z:-47})"
"Move the object to X=43, Y=-15, Z=31.","moveObject(target="object", location={x:43, y:-15, z:31})"
"Move the object to X=15, Y=74, Z=-36.","moveObject(target="object", location={x:15, y:74, z:-36})"
"Move the sphere to X=69, Y=-7, Z=43.","moveObject(target="sphere", location={x:69, y:-7, z:43})"
"Move the pyramid to X=-94, Y=-9, Z=62.","moveObject(target="pyramid", location={x:-94, y:-9, z:62})"
"Move the pyramid to X=-26, Y=-66, Z=63.","moveObject(target="pyramid", location={x:-26, y:-66, z:63})"
"Move the pyramid to X=54, Y=-18, Z=-98.","moveObject(target="pyramid", location={x:54, y:-18, z:-98})"
"Move the sphere to X=46, Y=-68, Z=0.","moveObject(target="sphere", location={x:46, y:-68, z:0})"
"Move the object to X=-79, Y=5, Z=17.","moveObject(target="object", location={x:-79, y:5, z:17})"
"Move the object to X=98, Y=64, Z=77.","moveObject(target="object", location={x:98, y:64, z:77})"
"Move the cube to X=-99, Y=-72, Z=87.","moveObject(target="cube", location={x:-99, y:-72, z:87})"
"Move the sphere to X=-25, Y=-66, Z=-71.","moveObject(target="sphere", location={x:-25, y:-66, z:-71})"
"Move the object to X=-53, Y=-47, Z=2.","moveObject(target="object", location={x:-53, y:-47, z:2})"
"Move the pyramid to X=87, Y=11, Z=-42.","moveObject(target="pyramid", location={x:87, y:11, z:-42})"
"Move the sphere to X=-25, Y=-95, Z=98.","moveObject(target="sphere", location={x:-25, y:-95, z:98})"
"Move the cube to X=46, Y=-8, Z=-60.","moveObject(target="cube", location={x:46, y:-8, z:-60})"
"Move the sphere to X=-12, Y=-95, Z=97.","moveObject(target="sphere", location={x:-12, y:-95, z:97})"
"Move the pyramid to X=-96, Y=-73, Z=19.","moveObject(target="pyramid", location={x:-96, y:-73, z:19})"
"Move the pyramid to X=7, Y=2, Z=76.","moveObject(target="pyramid", location={x:7, y:2, z:76})"
"Move the pyramid to X=-32, Y=-32, Z=-68.","moveObject(target="pyramid", location={x:-32, y:-32, z:-68})"
"Move the pyramid to X=97, Y=-7, Z=-32.","moveObject(target="pyramid", location={x:97, y:-7, z:-32})"
"Move the sphere to X=29, Y=-56, Z=100.","moveObject(target="sphere", location={x:29, y:-56, z:100})"
"Move the cube to X=-26, Y=51, Z=-49.","moveObject(target="cube", location={x:-26, y:51, z:-49})"
"Move the pyramid to X=69, Y=-27, Z=-68.","moveObject(target="pyramid", location={x:69, y:-27, z:-68})"
"Move the sphere to X=17, Y=-39, Z=82.","moveObject(target="sphere", location={x:17, y:-39, z:82})"
"Move the cube to X=100, Y=-67, Z=33.","moveObject(target="cube", location={x:100, y:-67, z:33})"
"Move the cube to X=8, Y=-7, Z=-14.","moveObject(target="cube", location={x:8, y:-7, z:-14})"
"Move the object to X=40, Y=25, Z=-96.","moveObject(target="object", location={x:40, y:25, z:-96})"
"Move the pyramid to X=66, Y=-36, Z=21.","moveObject(target="pyramid", location={x:66, y:-36, z:21})"
"Move the cube to X=73, Y=8, Z=69.","moveObject(target="cube", location={x:73, y:8, z:69})"
"Move the pyramid to X=-12, Y=6, Z=3.","moveObject(target="pyramid", location={x:-12, y:6, z:3})"
"Move the pyramid to X=-87, Y=42, Z=-80.","moveObject(target="pyramid", location={x:-87, y:42, z:-80})"
"Move the sphere to X=-96, Y=-71, Z=7.","moveObject(target="sphere", location={x:-96, y:-71, z:7})"
"Move the sphere to X=51, Y=-35, Z=24.","moveObject(target="sphere", location={x:51, y:-35, z:24})"
"Move the sphere to X=-59, Y=-63, Z=-40.","moveObject(target="sphere", location={x:-59, y:-63, z:-40})"
"Move the pyramid to X=-2, Y=-32, Z=-16.","moveObject(target="pyramid", location={x:-2, y:-32, z:-16})"
"Move the cube to X=50, Y=-24, Z=-5.","moveObject(target="cube", location={x:50, y:-24, z:-5})"
"Move the sphere to X=31, Y=-13, Z=81.","moveObject(target="sphere", location={x:31, y:-13, z:81})"
"Move the sphere to X=90, Y=17, Z=34.","moveObject(target="sphere", location={x:90, y:17, z:34})"
"Move the object to X=91, Y=-54, Z=21.","moveObject(target="object", location={x:91, y:-54, z:21})"
"Move the sphere to X=-88, Y=-31, Z=7.","moveObject(target="sphere", location={x:-88, y:-31, z:7})"
"Move the cube to X=-73, Y=-86, Z=-5.","moveObject(target="cube", location={x:-73, y:-86, z:-5})"
"Move the object to X=-55, Y=58, Z=80.","moveObject(target="object", location={x:-55, y:58, z:80})"
"Move the sphere to X=49, Y=-41, Z=38.","moveObject(target="sphere", location={x:49, y:-41, z:38})"
"Move the pyramid to X=22, Y=-8, Z=-77.","moveObject(target="pyramid", location={x:22, y:-8, z:-77})"
"Move the object to X=-63, Y=-85, Z=-73.","moveObject(target="object", location={x:-63, y:-85, z:-73})"
"Move the cube to X=53, Y=55, Z=-86.","moveObject(target="cube", location={x:53, y:55, z:-86})"
"Move the sphere to X=14, Y=13, Z=99.","moveObject(target="sphere", location={x:14, y:13, z:99})"
"Move the sphere to X=98, Y=11, Z=27.","moveObject(target="sphere", location={x:98, y:11, z:27})"
"Move the sphere to X=-98, Y=2, Z=26.","moveObject(target="sphere", location={x:-98, y:2, z:26})"
"Move the cube to X=-77, Y=94, Z=9.","moveObject(target="cube", location={x:-77, y:94, z:9})"
"Move the sphere to X=-41, Y=45, Z=62.","moveObject(target="sphere", location={x:-41, y:45, z:62})"
"Move the sphere to X=67, Y=47, Z=42.","moveObject(target="sphere", location={x:67, y:47, z:42})"
"Move the cube to X=-81, Y=60, Z=-6.","moveObject(target="cube", location={x:-81, y:60, z:-6})"
"Move the pyramid to X=-14, Y=69, Z=70.","moveObject(target="pyramid", location={x:-14, y:69, z:70})"
"Move the object to X=-34, Y=-51, Z=74.","moveObject(target="object", location={x:-34, y:-51, z:74})"
"Move the object to X=69, Y=-62, Z=-36.","moveObject(target="object", location={x:69, y:-62, z:-36})"
"Move the object to X=58, Y=-85, Z=28.","moveObject(target="object", location={x:58, y:-85, z:28})"
"Move the sphere to X=46, Y=22, Z=87.","moveObject(target="sphere", location={x:46, y:22, z:87})"
"Move the object to X=33, Y=57, Z=-60.","moveObject(target="object", location={x:33, y:57, z:-60})"
"Move the cube to X=-14, Y=34, Z=10.","moveObject(target="cube", location={x:-14, y:34, z:10})"
"Move the object to X=99, Y=3, Z=-100.","moveObject(target="object", location={x:99, y:3, z:-100})"
"Move the pyramid to X=-86, Y=-97, Z=81.","moveObject(target="pyramid", location={x:-86, y:-97, z:81})"
"Move the pyramid to X=81, Y=55, Z=74.","moveObject(target="pyramid", location={x:81, y:55, z:74})"
"Move the pyramid to X=98, Y=89, Z=-74.","moveObject(target="pyramid", location={x:98, y:89, z:-74})"
"Move the sphere to X=-20, Y=40, Z=-19.","moveObject(target="sphere", location={x:-20, y:40, z:-19})"
"Move the sphere to X=-67, Y=81, Z=-90.","moveObject(target="sphere", location={x:-67, y:81, z:-90})"
"Move the cube to X=-37, Y=-81, Z=97.","moveObject(target="cube", location={x:-37, y:-81, z:97})"
"Move the sphere to X=9, Y=-18, Z=-67.","moveObject(target="sphere", location={x:9, y:-18, z:-67})"
"Move the pyramid to X=-37, Y=-35, Z=27.","moveObject(target="pyramid", location={x:-37, y:-35, z:27})"
"Move the sphere to X=75, Y=4, Z=22.","moveObject(target="sphere", location={x:75, y:4, z:22})"
"Move the pyramid to X=-74, Y=29, Z=-19.","moveObject(target="pyramid", location={x:-74, y:29, z:-19})"
"Move the pyramid to X=33, Y=78, Z=72.","moveObject(target="pyramid", location={x:33, y:78, z:72})"
"Move the pyramid to X=75, Y=80, Z=82.","moveObject(target="pyramid", location={x:75, y:80, z:82})"
"Move the cube to X=-41, Y=97, Z=14.","moveObject(target="cube", location={x:-41, y:97, z:14})"
"Move the cube to X=-86, Y=-70, Z=-18.","moveObject(target="cube", location={x:-86, y:-70, z:-18})"
"Move the pyramid to X=14, Y=-5, Z=87.","moveObject(target="pyramid", location={x:14, y:-5, z:87})"
"Move the object to X=-60, Y=-85, Z=44.","moveObject(target="object", location={x:-60, y:-85, z:44})"
"Move the cube to X=-64, Y=57, Z=10.","moveObject(target="cube", location={x:-64, y:57, z:10})"
"Move the pyramid to X=-25, Y=-12, Z=-63.","moveObject(target="pyramid", location={x:-25, y:-12, z:-63})"
"Move the pyramid to X=94, Y=66, Z=10.","moveObject(target="pyramid", location={x:94, y:66, z:10})"
"Move the sphere to X=-13, Y=-54, Z=-70.","moveObject(target="sphere", location={x:-13, y:-54, z:-70})"
Scale the pyramid to 1.575384033564833 times its size.,"scaleObject(target="pyramid", scale=1.575384033564833)"
Scale the pyramid to 0.5346961573094311 times its size.,"scaleObject(target="pyramid", scale=0.5346961573094311)"
Scale the object to 0.7634900568388189 times its size.,"scaleObject(target="object", scale=0.7634900568388189)"
Scale the sphere to 1.643066223989781 times its size.,"scaleObject(target="sphere", scale=1.643066223989781)"
Scale the cube to 0.5760569392949842 times its size.,"scaleObject(target="cube", scale=0.5760569392949842)"
Scale the sphere to 1.1706562867850385 times its size.,"scaleObject(target="sphere", scale=1.1706562867850385)"
Scale the pyramid to 0.6703543613932417 times its size.,"scaleObject(target="pyramid", scale=0.6703543613932417)"
Scale the sphere to 1.369875342928847 times its size.,"scaleObject(target="sphere", scale=1.369875342928847)"
Scale the sphere to 1.5366040411863666 times its size.,"scaleObject(target="sphere", scale=1.5366040411863666)"
Scale the object to 1.6665107705552629 times its size.,"scaleObject(target="object", scale=1.6665107705552629)"
Scale the pyramid to 1.6190972236001142 times its size.,"scaleObject(target="pyramid", scale=1.6190972236001142)"
Scale the object to 1.421044875598771 times its size.,"scaleObject(target="object", scale=1.421044875598771)"
Scale the pyramid to 1.1948953295415818 times its size.,"scaleObject(target="pyramid", scale=1.1948953295415818)"
Scale the sphere to 1.0871510834879188 times its size.,"scaleObject(target="sphere", scale=1.0871510834879188)"
Scale the object to 1.2694748049644242 times its size.,"scaleObject(target="object", scale=1.2694748049644242)"
Scale the pyramid to 1.4021141932642518 times its size.,"scaleObject(target="pyramid", scale=1.4021141932642518)"
Scale the pyramid to 1.4923720282750321 times its size.,"scaleObject(target="pyramid", scale=1.4923720282750321)"
Scale the object to 1.411404443929532 times its size.,"scaleObject(target="object", scale=1.411404443929532)"
Scale the object to 0.5266629880906368 times its size.,"scaleObject(target="object", scale=0.5266629880906368)"
Scale the sphere to 1.5673032308821087 times its size.,"scaleObject(target="sphere", scale=1.5673032308821087)"
Scale the cube to 0.640098665236254 times its size.,"scaleObject(target="cube", scale=0.640098665236254)"
Scale the cube to 1.3375012405840578 times its size.,"scaleObject(target="cube", scale=1.3375012405840578)"
Scale the cube to 1.2036103564564145 times its size.,"scaleObject(target="cube", scale=1.2036103564564145)"
Scale the cube to 1.172538905246575 times its size.,"scaleObject(target="cube", scale=1.172538905246575)"
Scale the pyramid to 1.644544287146262 times its size.,"scaleObject(target="pyramid", scale=1.644544287146262)"
Scale the sphere to 1.8284426577761013 times its size.,"scaleObject(target="sphere", scale=1.8284426577761013)"
Scale the object to 0.6638382291329419 times its size.,"scaleObject(target="object", scale=0.6638382291329419)"
Scale the object to 1.6694369416658326 times its size.,"scaleObject(target="object", scale=1.6694369416658326)"
Scale the object to 1.9943540163654006 times its size.,"scaleObject(target="object", scale=1.9943540163654006)"
Scale the pyramid to 0.5410651258311072 times its size.,"scaleObject(target="pyramid", scale=0.5410651258311072)"
Scale the object to 1.2482145026830225 times its size.,"scaleObject(target="object", scale=1.2482145026830225)"
Scale the cube to 1.1519784060889529 times its size.,"scaleObject(target="cube", scale=1.1519784060889529)"
Scale the sphere to 1.6338222598302536 times its size.,"scaleObject(target="sphere", scale=1.6338222598302536)"
Scale the object to 1.9622740002528705 times its size.,"scaleObject(target="object", scale=1.9622740002528705)"
Scale the cube to 1.4973555289134373 times its size.,"scaleObject(target="cube", scale=1.4973555289134373)"
Scale the cube to 0.7381060086809756 times its size.,"scaleObject(target="cube", scale=0.7381060086809756)"
Scale the cube to 1.8319935588761034 times its size.,"scaleObject(target="cube", scale=1.8319935588761034)"
Scale the pyramid to 0.6063322507292952 times its size.,"scaleObject(target="pyramid", scale=0.6063322507292952)"
Scale the sphere to 0.9735166542309397 times its size.,"scaleObject(target="sphere", scale=0.9735166542309397)"
Scale the object to 1.4770185095241104 times its size.,"scaleObject(target="object", scale=1.4770185095241104)"
Scale the object to 0.7646166876618492 times its size.,"scaleObject(target="object", scale=0.7646166876618492)"
Scale the cube to 1.828740432997866 times its size.,"scaleObject(target="cube", scale=1.828740432997866)"
Scale the pyramid to 1.7270713297349678 times its size.,"scaleObject(target="pyramid", scale=1.7270713297349678)"
Scale the cube to 0.7458726573404687 times its size.,"scaleObject(target="cube", scale=0.7458726573404687)"
Scale the cube to 1.18393735058977 times its size.,"scaleObject(target="cube", scale=1.18393735058977)"
Scale the pyramid to 1.380594671429809 times its size.,"scaleObject(target="pyramid", scale=1.380594671429809)"
Scale the pyramid to 1.6262573571022005 times its size.,"scaleObject(target="pyramid", scale=1.6262573571022005)"
Scale the pyramid to 1.1770551165868706 times its size.,"scaleObject(target="pyramid", scale=1.1770551165868706)"
Scale the pyramid to 1.656743845087333 times its size.,"scaleObject(target="pyramid", scale=1.656743845087333)"
Scale the sphere to 0.7140803518897926 times its size.,"scaleObject(target="sphere", scale=0.7140803518897926)"
Scale the object to 1.8880424047737054 times its size.,"scaleObject(target="object", scale=1.8880424047737054)"
Scale the sphere to 1.0742125814005221 times its size.,"scaleObject(target="sphere", scale=1.0742125814005221)"
Scale the object to 0.8407393501100777 times its size.,"scaleObject(target="object", scale=0.8407393501100777)"
Scale the sphere to 1.6600576210752997 times its size.,"scaleObject(target="sphere", scale=1.6600576210752997)"
Scale the cube to 0.5853219199172517 times its size.,"scaleObject(target="cube", scale=0.5853219199172517)"
Scale the cube to 1.7494712573210123 times its size.,"scaleObject(target="cube", scale=1.7494712573210123)"
Scale the cube to 0.6712292357431993 times its size.,"scaleObject(target="cube", scale=0.6712292357431993)"
Scale the sphere to 1.0765075903528611 times its size.,"scaleObject(target="sphere", scale=1.0765075903528611)"
Scale the object to 0.5366255267940169 times its size.,"scaleObject(target="object", scale=0.5366255267940169)"
Scale the object to 0.5389612419247343 times its size.,"scaleObject(target="object", scale=0.5389612419247343)"
Scale the sphere to 0.9760129022940702 times its size.,"scaleObject(target="sphere", scale=0.9760129022940702)"
Scale the pyramid to 0.9448700512435324 times its size.,"scaleObject(target="pyramid", scale=0.9448700512435324)"
Scale the pyramid to 1.1121691026473093 times its size.,"scaleObject(target="pyramid", scale=1.1121691026473093)"
Scale the object to 1.423368083697156 times its size.,"scaleObject(target="object", scale=1.423368083697156)"
