input,output
"Create a yellow sphere at X=90, Y=-77, Z=-75.",createObject
"Create a yellow sphere at X=-38, Y=-3, Z=75.",createObject
"Create a blue pyramid at X=75, Y=-81, Z=-52.",createObject
"Create a blue sphere at X=79, Y=14, Z=36.",createObject
"Create a blue cube at X=-62, Y=-89, Z=2.",createObject
"Create a blue cube at X=-28, Y=-12, Z=-48.",createObject
"Create a red cube at X=62, Y=37, Z=29.",createObject
"Create a blue pyramid at X=-82, Y=-27, Z=52.",createObject
"Create a blue pyramid at X=-34, Y=-14, Z=-97.",createObject
"Create a green cube at X=50, Y=62, Z=-91.",createObject
"Create a blue pyramid at X=20, Y=97, Z=-18.",createObject
"Create a yellow sphere at X=90, Y=-50, Z=27.",createObject
"Create a green sphere at X=34, Y=79, Z=-17.",createObject
"Create a yellow pyramid at X=-72, Y=-84, Z=96.",createObject
"Create a yellow pyramid at X=-30, Y=-6, Z=64.",createObject
"Create a blue cube at X=0, Y=-67, Z=89.",createObject
"Create a yellow cube at X=-85, Y=28, Z=36.",createObject
"Create a green sphere at X=-40, Y=11, Z=86.",createObject
"Create a red sphere at X=-28, Y=39, Z=34.",createObject
"Create a yellow sphere at X=-57, Y=-30, Z=-84.",createObject
"Create a green sphere at X=50, Y=-7, Z=-53.",createObject
"Create a yellow pyramid at X=-23, Y=55, Z=4.",createObject
"Create a green pyramid at X=92, Y=-9, Z=-71.",createObject
"Create a red pyramid at X=9, Y=-22, Z=-12.",createObject
"Create a green cube at X=72, Y=41, Z=39.",createObject
"Create a red cube at X=67, Y=65, Z=-16.",createObject
"Create a blue pyramid at X=45, Y=-82, Z=-98.",createObject
"Create a blue cube at X=-73, Y=-38, Z=68.",createObject
"Create a yellow sphere at X=-70, Y=-40, Z=-73.",createObject
"Move the object to X=-35, Y=-1, Z=-83.",moveObject
"Move the sphere to X=-9, Y=-58, Z=2.",moveObject
"Move the pyramid to X=-17, Y=82, Z=-63.",moveObject
"Move the cube to X=86, Y=14, Z=47.",moveObject
"Move the object to X=-12, Y=32, Z=-95.",moveObject
"Move the cube to X=35, Y=-50, Z=-35.",moveObject
"Move the pyramid to X=-92, Y=9, Z=34.",moveObject
"Move the object to X=-58, Y=66, Z=-90.",moveObject
"Move the sphere to X=-22, Y=58, Z=-73.",moveObject
"Move the sphere to X=-19, Y=-98, Z=-24.",moveObject
"Move the object to X=9, Y=-16, Z=31.",moveObject
"Move the pyramid to X=28, Y=-76, Z=-9.",moveObject
"Move the sphere to X=23, Y=-78, Z=-100.",moveObject
"Move the sphere to X=-81, Y=-2, Z=-26.",moveObject
"Move the object to X=-21, Y=99, Z=-3.",moveObject
"Move the sphere to X=-7, Y=-45, Z=17.",moveObject
"Move the sphere to X=-92, Y=68, Z=-30.",moveObject
"Move the object to X=96, Y=-48, Z=-14.",moveObject
"Move the object to X=63, Y=25, Z=87.",moveObject
"Move the object to X=88, Y=60, Z=57.",moveObject
"Move the object to X=-58, Y=-91, Z=-49.",moveObject
"Move the object to X=37, Y=-38, Z=3.",moveObject
"Move the object to X=62, Y=-29, Z=11.",moveObject
"Move the cube to X=18, Y=32, Z=-84.",moveObject
"Move the pyramid to X=-28, Y=14, Z=45.",moveObject
"Move the object to X=-22, Y=-7, Z=-82.",moveObject
"Move the cube to X=-29, Y=0, Z=98.",moveObject
"Move the pyramid to X=95, Y=45, Z=43.",moveObject
"Move the pyramid to X=98, Y=-9, Z=-96.",moveObject
"Move the pyramid to X=19, Y=49, Z=38.",moveObject
"Move the cube to X=-42, Y=-12, Z=44.",moveObject
"Move the object to X=48, Y=97, Z=26.",moveObject
"Move the sphere to X=-39, Y=-95, Z=-1.",moveObject
"Move the pyramid to X=-29, Y=25, Z=-57.",moveObject
"Move the cube to X=6, Y=-14, Z=-45.",moveObject
"Move the pyramid to X=-20, Y=43, Z=-84.",moveObject
"Move the cube to X=-51, Y=-90, Z=0.",moveObject
"Move the sphere to X=-83, Y=-3, Z=-2.",moveObject
"Move the cube to X=-89, Y=55, Z=-57.",moveObject
"Move the sphere to X=-88, Y=-16, Z=-69.",moveObject
"Move the cube to X=2, Y=-56, Z=-94.",moveObject
"Move the sphere to X=-88, Y=20, Z=85.",moveObject
"Move the object to X=-4, Y=43, Z=49.",moveObject
"Move the cube to X=43, Y=-94, Z=78.",moveObject
"Move the sphere to X=-69, Y=75, Z=-81.",moveObject
"Move the object to X=-6, Y=54, Z=100.",moveObject
"Move the pyramid to X=75, Y=-27, Z=97.",moveObject
"Move the sphere to X=-85, Y=-98, Z=-79.",moveObject
"Move the pyramid to X=-76, Y=-43, Z=11.",moveObject
"Move the sphere to X=-40, Y=-37, Z=-93.",moveObject
"Move the pyramid to X=-19, Y=-15, Z=-15.",moveObject
"Move the object to X=-1, Y=70, Z=-58.",moveObject
"Move the pyramid to X=-82, Y=-89, Z=17.",moveObject
"Move the pyramid to X=34, Y=-86, Z=-81.",moveObject
"Move the cube to X=65, Y=21, Z=92.",moveObject
"Move the cube to X=72, Y=-15, Z=-18.",moveObject
"Move the cube to X=-12, Y=-62, Z=-78.",moveObject
"Move the pyramid to X=29, Y=76, Z=25.",moveObject
"Move the cube to X=47, Y=76, Z=24.",moveObject
"Move the pyramid to X=67, Y=86, Z=11.",moveObject
"Move the object to X=-84, Y=-42, Z=6.",moveObject
"Move the object to X=-89, Y=36, Z=-73.",moveObject
"Move the object to X=-90, Y=4, Z=98.",moveObject
"Move the pyramid to X=-85, Y=37, Z=-55.",moveObject
"Move the sphere to X=89, Y=97, Z=-22.",moveObject
"Move the sphere to X=88, Y=53, Z=54.",moveObject
"Move the sphere to X=-17, Y=-36, Z=61.",moveObject
"Move the object to X=-81, Y=-96, Z=-7.",moveObject
"Move the object to X=-11, Y=-95, Z=82.",moveObject
"Move the cube to X=30, Y=67, Z=33.",moveObject
"Move the object to X=12, Y=18, Z=-64.",moveObject
"Move the sphere to X=98, Y=62, Z=-41.",moveObject
"Move the object to X=4, Y=36, Z=82.",moveObject
"Move the cube to X=24, Y=-54, Z=15.",moveObject
"Move the pyramid to X=5, Y=80, Z=91.",moveObject
"Move the object to X=-100, Y=25, Z=69.",moveObject
"Move the cube to X=14, Y=-57, Z=67.",moveObject
"Move the object to X=-39, Y=34, Z=6.",moveObject
"Move the pyramid to X=66, Y=-18, Z=83.",moveObject
"Move the cube to X=98, Y=85, Z=-45.",moveObject
"Move the cube to X=44, Y=-51, Z=26.",moveObject
"Move the pyramid to X=-53, Y=-91, Z=68.",moveObject
"Move the cube to X=31, Y=-48, Z=-35.",moveObject
"Move the object to X=-53, Y=-95, Z=-40.",moveObject
"Move the pyramid to X=-32, Y=1, Z=-7.",moveObject
"Move the sphere to X=-23, Y=32, Z=-98.",moveObject
"Move the cube to X=69, Y=-90, Z=4.",moveObject
"Move the object to X=27, Y=-45, Z=44.",moveObject
"Move the sphere to X=42, Y=-10, Z=33.",moveObject
"Move the sphere to X=-83, Y=29, Z=28.",moveObject
"Move the pyramid to X=-100, Y=21, Z=-72.",moveObject
"Move the pyramid to X=-63, Y=-18, Z=52.",moveObject
"Move the cube to X=-14, Y=-32, Z=6.",moveObject
"Move the object to X=58, Y=45, Z=-29.",moveObject
"Move the object to X=40, Y=-55, Z=-81.",moveObject
"Move the pyramid to X=63, Y=65, Z=-3.",moveObject
"Move the sphere to X=86, Y=93, Z=-96.",moveObject
"Move the cube to X=18, Y=-47, Z=85.",moveObject
"Move the sphere to X=-5, Y=82, Z=-64.",moveObject
"Move the pyramid to X=76, Y=-23, Z=63.",moveObject
"Rotate the object around X by 63 degrees, Y by 12 degrees, and Z by -33 degrees.",rotateObject
"Rotate the cube around X by 63 degrees, Y by -40 degrees, and Z by -26 degrees.",rotateObject
"Rotate the object around X by -63 degrees, Y by -10 degrees, and Z by -43 degrees.",rotateObject
"Rotate the object around X by 48 degrees, Y by -87 degrees, and Z by 54 degrees.",rotateObject
"Rotate the cube around X by -5 degrees, Y by -1 degrees, and Z by 66 degrees.",rotateObject
"Rotate the sphere around X by 69 degrees, Y by 3 degrees, and Z by 16 degrees.",rotateObject
"Rotate the object around X by -72 degrees, Y by -54 degrees, and Z by -41 degrees.",rotateObject
"Rotate the pyramid around X by -47 degrees, Y by 41 degrees, and Z by 23 degrees.",rotateObject
"Rotate the pyramid around X by -13 degrees, Y by 52 degrees, and Z by 32 degrees.",rotateObject
"Rotate the sphere around X by -62 degrees, Y by 66 degrees, and Z by -74 degrees.",rotateObject
"Rotate the cube around X by 15 degrees, Y by 97 degrees, and Z by -61 degrees.",rotateObject
"Rotate the object around X by -57 degrees, Y by 69 degrees, and Z by 42 degrees.",rotateObject
"Rotate the cube around X by 75 degrees, Y by -77 degrees, and Z by 13 degrees.",rotateObject
"Rotate the pyramid around X by 18 degrees, Y by 16 degrees, and Z by 53 degrees.",rotateObject
"Rotate the sphere around X by -100 degrees, Y by 82 degrees, and Z by -29 degrees.",rotateObject
"Rotate the sphere around X by 72 degrees, Y by -54 degrees, and Z by -53 degrees.",rotateObject
"Rotate the sphere around X by 77 degrees, Y by 68 degrees, and Z by -18 degrees.",rotateObject
"Rotate the sphere around X by 37 degrees, Y by -16 degrees, and Z by -14 degrees.",rotateObject
"Rotate the pyramid around X by 39 degrees, Y by -61 degrees, and Z by 43 degrees.",rotateObject
"Rotate the pyramid around X by -70 degrees, Y by -4 degrees, and Z by -77 degrees.",rotateObject
"Rotate the pyramid around X by -73 degrees, Y by 28 degrees, and Z by -45 degrees.",rotateObject
"Rotate the pyramid around X by 37 degrees, Y by -27 degrees, and Z by 61 degrees.",rotateObject
"Rotate the object around X by -7 degrees, Y by -97 degrees, and Z by -93 degrees.",rotateObject
"Rotate the cube around X by 33 degrees, Y by -86 degrees, and Z by -66 degrees.",rotateObject
"Rotate the cube around X by -82 degrees, Y by -3 degrees, and Z by 12 degrees.",rotateObject
"Rotate the object around X by 97 degrees, Y by -54 degrees, and Z by -18 degrees.",rotateObject
"Rotate the cube around X by -49 degrees, Y by -10 degrees, and Z by 70 degrees.",rotateObject
"Rotate the cube around X by -69 degrees, Y by 83 degrees, and Z by -79 degrees.",rotateObject
"Rotate the cube around X by 84 degrees, Y by -30 degrees, and Z by 60 degrees.",rotateObject
"Rotate the sphere around X by 63 degrees, Y by -37 degrees, and Z by 24 degrees.",rotateObject
"Rotate the pyramid around X by 47 degrees, Y by -60 degrees, and Z by -86 degrees.",rotateObject
"Rotate the cube around X by 10 degrees, Y by -71 degrees, and Z by 31 degrees.",rotateObject
"Rotate the object around X by -16 degrees, Y by 54 degrees, and Z by -37 degrees.",rotateObject
"Rotate the object around X by -22 degrees, Y by -78 degrees, and Z by 92 degrees.",rotateObject
"Rotate the cube around X by -7 degrees, Y by 24 degrees, and Z by -6 degrees.",rotateObject
"Rotate the object around X by 41 degrees, Y by -39 degrees, and Z by -44 degrees.",rotateObject
"Rotate the pyramid around X by -20 degrees, Y by -45 degrees, and Z by 88 degrees.",rotateObject
"Rotate the pyramid around X by -80 degrees, Y by -2 degrees, and Z by 44 degrees.",rotateObject
"Rotate the sphere around X by -1 degrees, Y by 95 degrees, and Z by -45 degrees.",rotateObject
"Rotate the sphere around X by 91 degrees, Y by 80 degrees, and Z by -29 degrees.",rotateObject
"Rotate the pyramid around X by 49 degrees, Y by 20 degrees, and Z by -61 degrees.",rotateObject
"Rotate the pyramid around X by 82 degrees, Y by -9 degrees, and Z by 15 degrees.",rotateObject
"Rotate the sphere around X by -83 degrees, Y by -75 degrees, and Z by -8 degrees.",rotateObject
"Rotate the object around X by 21 degrees, Y by -100 degrees, and Z by 73 degrees.",rotateObject
"Rotate the sphere around X by -40 degrees, Y by 60 degrees, and Z by -69 degrees.",rotateObject
"Rotate the cube around X by -73 degrees, Y by -12 degrees, and Z by -17 degrees.",rotateObject
"Rotate the cube around X by -27 degrees, Y by -3 degrees, and Z by -13 degrees.",rotateObject
"Rotate the cube around X by 36 degrees, Y by -30 degrees, and Z by -3 degrees.",rotateObject
"Rotate the object around X by 21 degrees, Y by 42 degrees, and Z by 62 degrees.",rotateObject
"Rotate the object around X by 31 degrees, Y by -57 degrees, and Z by -11 degrees.",rotateObject
"Rotate the cube around X by -42 degrees, Y by 46 degrees, and Z by -64 degrees.",rotateObject
"Rotate the pyramid around X by -32 degrees, Y by 72 degrees, and Z by -11 degrees.",rotateObject
"Rotate the sphere around X by 52 degrees, Y by 64 degrees, and Z by 34 degrees.",rotateObject
"Rotate the object around X by -83 degrees, Y by 52 degrees, and Z by -21 degrees.",rotateObject
"Rotate the object around X by 87 degrees, Y by 4 degrees, and Z by -8 degrees.",rotateObject
"Rotate the sphere around X by 91 degrees, Y by -18 degrees, and Z by -48 degrees.",rotateObject
"Rotate the pyramid around X by 74 degrees, Y by -93 degrees, and Z by 11 degrees.",rotateObject
"Rotate the sphere around X by 44 degrees, Y by 73 degrees, and Z by -83 degrees.",rotateObject
"Rotate the sphere around X by -27 degrees, Y by 3 degrees, and Z by 16 degrees.",rotateObject
"Rotate the pyramid around X by -26 degrees, Y by -20 degrees, and Z by -65 degrees.",rotateObject
"Rotate the sphere around X by -43 degrees, Y by -64 degrees, and Z by -63 degrees.",rotateObject
"Rotate the object around X by -21 degrees, Y by -77 degrees, and Z by 37 degrees.",rotateObject
"Rotate the object around X by 83 degrees, Y by -75 degrees, and Z by -46 degrees.",rotateObject
"Rotate the cube around X by 45 degrees, Y by 8 degrees, and Z by 55 degrees.",rotateObject
"Rotate the sphere around X by -87 degrees, Y by -81 degrees, and Z by 65 degrees.",rotateObject
"Rotate the sphere around X by 11 degrees, Y by 36 degrees, and Z by 53 degrees.",rotateObject
"Rotate the pyramid around X by -71 degrees, Y by -13 degrees, and Z by 31 degrees.",rotateObject
"Rotate the object around X by 73 degrees, Y by 41 degrees, and Z by 77 degrees.",rotateObject
"Rotate the pyramid around X by -94 degrees, Y by -44 degrees, and Z by -46 degrees.",rotateObject
"Rotate the sphere around X by -12 degrees, Y by 98 degrees, and Z by -90 degrees.",rotateObject
"Rotate the cube around X by -65 degrees, Y by 94 degrees, and Z by 65 degrees.",rotateObject
"Rotate the pyramid around X by -54 degrees, Y by 99 degrees, and Z by -64 degrees.",rotateObject
"Rotate the sphere around X by -93 degrees, Y by 42 degrees, and Z by -64 degrees.",rotateObject
"Rotate the sphere around X by -4 degrees, Y by 87 degrees, and Z by -9 degrees.",rotateObject
"Rotate the sphere around X by -9 degrees, Y by 72 degrees, and Z by 19 degrees.",rotateObject
"Rotate the object around X by 100 degrees, Y by 39 degrees, and Z by -85 degrees.",rotateObject
"Rotate the pyramid around X by -86 degrees, Y by -18 degrees, and Z by 72 degrees.",rotateObject
"Rotate the sphere around X by 36 degrees, Y by -41 degrees, and Z by 26 degrees.",rotateObject
"Rotate the pyramid around X by -19 degrees, Y by 24 degrees, and Z by 41 degrees.",rotateObject
"Rotate the sphere around X by -2 degrees, Y by 83 degrees, and Z by 100 degrees.",rotateObject
"Rotate the pyramid around X by -61 degrees, Y by -67 degrees, and Z by 93 degrees.",rotateObject
"Rotate the pyramid around X by 64 degrees, Y by 85 degrees, and Z by 58 degrees.",rotateObject
"Rotate the pyramid around X by 64 degrees, Y by -53 degrees, and Z by -39 degrees.",rotateObject
"Rotate the cube around X by 28 degrees, Y by -56 degrees, and Z by -4 degrees.",rotateObject
"Rotate the cube around X by 18 degrees, Y by -83 degrees, and Z by -15 degrees.",rotateObject
"Rotate the sphere around X by -28 degrees, Y by 75 degrees, and Z by 100 degrees.",rotateObject
"Rotate the object around X by 54 degrees, Y by 77 degrees, and Z by -52 degrees.",rotateObject
"Rotate the cube around X by 5 degrees, Y by -42 degrees, and Z by 63 degrees.",rotateObject
"Rotate the cube around X by 77 degrees, Y by 96 degrees, and Z by -91 degrees.",rotateObject
"Rotate the object around X by 21 degrees, Y by 77 degrees, and Z by 99 degrees.",rotateObject
"Rotate the sphere around X by 98 degrees, Y by 0 degrees, and Z by 75 degrees.",rotateObject
"Rotate the pyramid around X by 12 degrees, Y by 23 degrees, and Z by -41 degrees.",rotateObject
"Rotate the cube around X by -23 degrees, Y by 52 degrees, and Z by 44 degrees.",rotateObject
"Rotate the pyramid around X by -12 degrees, Y by -84 degrees, and Z by -1 degrees.",rotateObject
"Rotate the sphere around X by 15 degrees, Y by -17 degrees, and Z by -57 degrees.",rotateObject
"Rotate the cube around X by -12 degrees, Y by -65 degrees, and Z by -84 degrees.",rotateObject
"Rotate the pyramid around X by -95 degrees, Y by 28 degrees, and Z by 53 degrees.",rotateObject
"Rotate the object around X by 44 degrees, Y by -77 degrees, and Z by -28 degrees.",rotateObject
"Rotate the pyramid around X by 42 degrees, Y by 20 degrees, and Z by -82 degrees.",rotateObject
"Rotate the cube around X by 72 degrees, Y by -11 degrees, and Z by 28 degrees.",rotateObject
Scale the cube to 1.093629273532428 times its size.,scaleObject
Scale the pyramid to 0.66369838811618 times its size.,scaleObject
Scale the pyramid to 1.9451625997756536 times its size.,scaleObject
Scale the cube to 1.5758945791052148 times its size.,scaleObject
Scale the pyramid to 1.9273434864276093 times its size.,scaleObject
Scale the pyramid to 1.412099027980115 times its size.,scaleObject
Scale the pyramid to 1.7572708341594536 times its size.,scaleObject
Scale the object to 1.1483953311073636 times its size.,scaleObject
Scale the cube to 1.3403986501100933 times its size.,scaleObject
Scale the cube to 0.7047212260135391 times its size.,scaleObject
Scale the pyramid to 1.252299597434424 times its size.,scaleObject
Scale the cube to 1.8569381258346 times its size.,scaleObject
Scale the pyramid to 1.337401885017218 times its size.,scaleObject
Scale the pyramid to 0.6045851912838154 times its size.,scaleObject
Scale the pyramid to 1.2156462070239245 times its size.,scaleObject
Scale the cube to 1.9408883225998625 times its size.,scaleObject
Scale the object to 1.2318869341199303 times its size.,scaleObject
Scale the pyramid to 1.7681716506475769 times its size.,scaleObject
Scale the pyramid to 0.9603653828809318 times its size.,scaleObject
Scale the pyramid to 0.7943569551598015 times its size.,scaleObject
Scale the sphere to 1.4693869335509615 times its size.,scaleObject
Scale the object to 0.6503503944720999 times its size.,scaleObject
Scale the cube to 0.8488298460037937 times its size.,scaleObject
Scale the object to 1.0347996641041917 times its size.,scaleObject
Scale the pyramid to 1.6707375506580049 times its size.,scaleObject
Scale the pyramid to 1.5754793131901847 times its size.,scaleObject
Scale the cube to 1.3225188341366476 times its size.,scaleObject
Scale the pyramid to 1.6013969683341156 times its size.,scaleObject
Scale the sphere to 1.4157574233808703 times its size.,scaleObject
Scale the object to 1.044734100363582 times its size.,scaleObject
Scale the pyramid to 1.959399940149936 times its size.,scaleObject
Scale the sphere to 1.292821199188718 times its size.,scaleObject
Scale the cube to 0.7437317131313991 times its size.,scaleObject
Scale the sphere to 0.7552185489993415 times its size.,scaleObject
Scale the object to 0.6563292442111788 times its size.,scaleObject
Scale the pyramid to 0.7112106280175574 times its size.,scaleObject
Scale the pyramid to 1.7928661007453885 times its size.,scaleObject
Scale the pyramid to 0.7551501267070719 times its size.,scaleObject
Scale the object to 0.5713672322362984 times its size.,scaleObject
Scale the sphere to 1.6828771062247985 times its size.,scaleObject
Scale the sphere to 1.3299621175986647 times its size.,scaleObject
Scale the object to 1.2535318999722012 times its size.,scaleObject
Scale the pyramid to 1.6751440763089849 times its size.,scaleObject
Scale the pyramid to 1.3759600722289567 times its size.,scaleObject
Scale the cube to 0.56083799355299 times its size.,scaleObject
Scale the cube to 0.964936066679899 times its size.,scaleObject
Scale the pyramid to 1.3359669625800477 times its size.,scaleObject
Scale the object to 1.8722037393848259 times its size.,scaleObject
Scale the cube to 1.4926749686372682 times its size.,scaleObject
Scale the pyramid to 1.544755568102941 times its size.,scaleObject
Scale the object to 0.8226592914050368 times its size.,scaleObject
Scale the pyramid to 0.7384028062783687 times its size.,scaleObject
Scale the pyramid to 1.140410161696819 times its size.,scaleObject
Scale the pyramid to 1.413254082881381 times its size.,scaleObject
Scale the pyramid to 1.976459526882357 times its size.,scaleObject
Scale the pyramid to 1.1978275011005215 times its size.,scaleObject
Scale the sphere to 1.9360141300203584 times its size.,scaleObject
Scale the cube to 0.5259997982290194 times its size.,scaleObject
Scale the pyramid to 0.8629737998431313 times its size.,scaleObject
Scale the pyramid to 1.5691674161631164 times its size.,scaleObject
Scale the object to 1.4836519519214866 times its size.,scaleObject
Scale the pyramid to 1.2241158939716494 times its size.,scaleObject
Scale the object to 1.7360684062428158 times its size.,scaleObject
Scale the object to 0.7416089792886378 times its size.,scaleObject
Scale the object to 0.737223864043929 times its size.,scaleObject
Scale the pyramid to 1.5539643513121737 times its size.,scaleObject
Scale the cube to 1.510829833689739 times its size.,scaleObject
Scale the object to 0.923813371324526 times its size.,scaleObject
Scale the pyramid to 1.9392268306944243 times its size.,scaleObject
Scale the pyramid to 1.486795495794483 times its size.,scaleObject
Scale the cube to 1.7435229256533604 times its size.,scaleObject
Scale the pyramid to 1.814109522201841 times its size.,scaleObject
Scale the sphere to 1.579457772244178 times its size.,scaleObject
Scale the sphere to 1.5223909902503974 times its size.,scaleObject
Scale the pyramid to 0.7835953147249478 times its size.,scaleObject
Scale the object to 0.9229801687919068 times its size.,scaleObject
Scale the sphere to 1.792439139432662 times its size.,scaleObject
Scale the pyramid to 0.5216266438104455 times its size.,scaleObject
Scale the cube to 0.6687828971724594 times its size.,scaleObject
Scale the pyramid to 0.6359611596505115 times its size.,scaleObject
Scale the cube to 1.6160509720517742 times its size.,scaleObject
Scale the cube to 1.6759163897810603 times its size.,scaleObject
Scale the object to 1.6588350447951292 times its size.,scaleObject
Scale the pyramid to 0.6662907482568152 times its size.,scaleObject
Scale the object to 0.8280587055802945 times its size.,scaleObject
Scale the cube to 0.7741415391911626 times its size.,scaleObject
Scale the object to 1.4461967091619155 times its size.,scaleObject
Scale the cube to 1.9800553995463253 times its size.,scaleObject
Scale the object to 1.521555867202414 times its size.,scaleObject
Scale the object to 1.2063289666450858 times its size.,scaleObject
Scale the cube to 1.950433410867943 times its size.,scaleObject
Scale the pyramid to 1.2675665720818574 times its size.,scaleObject
Scale the cube to 0.7481025835444783 times its size.,scaleObject
Scale the pyramid to 1.8090054807370408 times its size.,scaleObject
Scale the object to 0.6995059909697221 times its size.,scaleObject
Scale the sphere to 1.419530383803536 times its size.,scaleObject
Scale the cube to 0.6781568797622364 times its size.,scaleObject
Scale the cube to 1.3957541626741046 times its size.,scaleObject
Scale the object to 1.7279229484662781 times its size.,scaleObject
Scale the sphere to 1.775807171354133 times its size.,scaleObject
Delete the pyramid.,deleteObject
Delete the sphere.,deleteObject
Delete the object.,deleteObject
Delete the cube.,deleteObject
Delete the object.,deleteObject
Delete the cube.,deleteObject
Delete the cube.,deleteObject
Delete the object.,deleteObject
Delete the cube.,deleteObject
Delete the sphere.,deleteObject
Delete the cube.,deleteObject
Delete the sphere.,deleteObject
Delete the object.,deleteObject
Delete the object.,deleteObject
Delete the pyramid.,deleteObject
Delete the cube.,deleteObject
Delete the cube.,deleteObject
Delete the pyramid.,deleteObject
Delete the pyramid.,deleteObject
Delete the object.,deleteObject
Delete the pyramid.,deleteObject
Delete the sphere.,deleteObject
Delete the object.,deleteObject
Delete the sphere.,deleteObject
Delete the cube.,deleteObject
Delete the object.,deleteObject
Delete the cube.,deleteObject
Delete the sphere.,deleteObject
Delete the sphere.,deleteObject
Delete the pyramid.,deleteObject
Delete the sphere.,deleteObject
Delete the sphere.,deleteObject
Delete the cube.,deleteObject
Delete the sphere.,deleteObject
Delete the sphere.,deleteObject
Delete the sphere.,deleteObject
Delete the pyramid.,deleteObject
Delete the cube.,deleteObject
