input,output
Create a green cube at -16 32 -2,"createObject(type='cube', color='green', location={x:-16, y:32, z:-2})"
Create a yellow sphere at 95 -94 90,"createObject(type='sphere', color='yellow', location={x:95, y:-94, z:90})"
Create a blue sphere at 78 70 74,"createObject(type='sphere', color='blue', location={x:78, y:70, z:74})"
Create a yellow cube at -80 -43 23,"createObject(type='cube', color='yellow', location={x:-80, y:-43, z:23})"
Create a blue cube at -22 -69 -29,"createObject(type='cube', color='blue', location={x:-22, y:-69, z:-29})"
Create a green cube at -6 -38 -59,"createObject(type='cube', color='green', location={x:-6, y:-38, z:-59})"
Create a yellow cube at -86 97 46,"createObject(type='cube', color='yellow', location={x:-86, y:97, z:46})"
Create a red pyramid at -69 18 36,"createObject(type='pyramid', color='red', location={x:-69, y:18, z:36})"
Create a green cube at 86 29 8,"createObject(type='cube', color='green', location={x:86, y:29, z:8})"
Create a yellow cube at -100 -73 26,"createObject(type='cube', color='yellow', location={x:-100, y:-73, z:26})"
Create a blue pyramid at -83 -93 -68,"createObject(type='pyramid', color='blue', location={x:-83, y:-93, z:-68})"
Create a blue pyramid at 45 71 35,"createObject(type='pyramid', color='blue', location={x:45, y:71, z:35})"
Create a blue sphere at 14 82 78,"createObject(type='sphere', color='blue', location={x:14, y:82, z:78})"
Create a yellow sphere at -86 43 25,"createObject(type='sphere', color='yellow', location={x:-86, y:43, z:25})"
Create a yellow sphere at -61 20 -72,"createObject(type='sphere', color='yellow', location={x:-61, y:20, z:-72})"
Create a blue sphere at -30 -39 54,"createObject(type='sphere', color='blue', location={x:-30, y:-39, z:54})"
Create a green sphere at 8 24 -66,"createObject(type='sphere', color='green', location={x:8, y:24, z:-66})"
Create a red pyramid at -78 12 15,"createObject(type='pyramid', color='red', location={x:-78, y:12, z:15})"
Create a yellow cube at 31 30 -34,"createObject(type='cube', color='yellow', location={x:31, y:30, z:-34})"
Create a yellow pyramid at 87 -84 41,"createObject(type='pyramid', color='yellow', location={x:87, y:-84, z:41})"
Create a yellow cube at 90 -24 80,"createObject(type='cube', color='yellow', location={x:90, y:-24, z:80})"
Create a green pyramid at 92 -37 5,"createObject(type='pyramid', color='green', location={x:92, y:-37, z:5})"
Create a yellow cube at 20 23 -7,"createObject(type='cube', color='yellow', location={x:20, y:23, z:-7})"
Create a blue sphere at -77 87 77,"createObject(type='sphere', color='blue', location={x:-77, y:87, z:77})"
Create a green sphere at -55 94 64,"createObject(type='sphere', color='green', location={x:-55, y:94, z:64})"
Create a yellow pyramid at -15 75 29,"createObject(type='pyramid', color='yellow', location={x:-15, y:75, z:29})"
Create a yellow pyramid at 70 -33 -12,"createObject(type='pyramid', color='yellow', location={x:70, y:-33, z:-12})"
Create a red sphere at -87 90 -89,"createObject(type='sphere', color='red', location={x:-87, y:90, z:-89})"
Create a red sphere at 11 17 24,"createObject(type='sphere', color='red', location={x:11, y:17, z:24})"
Create a green pyramid at 88 -82 -49,"createObject(type='pyramid', color='green', location={x:88, y:-82, z:-49})"
Create a yellow cube at -16 -52 16,"createObject(type='cube', color='yellow', location={x:-16, y:-52, z:16})"
Create a red sphere at 67 32 -12,"createObject(type='sphere', color='red', location={x:67, y:32, z:-12})"
Create a red pyramid at -91 -53 44,"createObject(type='pyramid', color='red', location={x:-91, y:-53, z:44})"
Create a blue sphere at 50 67 -100,"createObject(type='sphere', color='blue', location={x:50, y:67, z:-100})"
Create a blue pyramid at 35 -71 -62,"createObject(type='pyramid', color='blue', location={x:35, y:-71, z:-62})"
Create a blue sphere at -53 27 86,"createObject(type='sphere', color='blue', location={x:-53, y:27, z:86})"
Create a red sphere at 82 35 -61,"createObject(type='sphere', color='red', location={x:82, y:35, z:-61})"
Create a red pyramid at 73 91 55,"createObject(type='pyramid', color='red', location={x:73, y:91, z:55})"
Create a green sphere at -54 74 -48,"createObject(type='sphere', color='green', location={x:-54, y:74, z:-48})"
Create a blue cube at 41 -24 11,"createObject(type='cube', color='blue', location={x:41, y:-24, z:11})"
Create a red cube at 48 -19 -63,"createObject(type='cube', color='red', location={x:48, y:-19, z:-63})"
Create a yellow sphere at -70 83 -52,"createObject(type='sphere', color='yellow', location={x:-70, y:83, z:-52})"
Create a yellow sphere at -83 72 23,"createObject(type='sphere', color='yellow', location={x:-83, y:72, z:23})"
Create a yellow pyramid at 49 -8 -68,"createObject(type='pyramid', color='yellow', location={x:49, y:-8, z:-68})"
Create a blue pyramid at 7 62 -35,"createObject(type='pyramid', color='blue', location={x:7, y:62, z:-35})"
Create a green cube at -16 68 47,"createObject(type='cube', color='green', location={x:-16, y:68, z:47})"
Create a yellow pyramid at -23 38 -28,"createObject(type='pyramid', color='yellow', location={x:-23, y:38, z:-28})"
Create a red cube at 85 -39 -40,"createObject(type='cube', color='red', location={x:85, y:-39, z:-40})"
Create a red cube at -76 85 -73,"createObject(type='cube', color='red', location={x:-76, y:85, z:-73})"
Create a green cube at -89 30 53,"createObject(type='cube', color='green', location={x:-89, y:30, z:53})"
Create a green cube at 100 86 -28,"createObject(type='cube', color='green', location={x:100, y:86, z:-28})"
Create a yellow sphere at 43 -76 -30,"createObject(type='sphere', color='yellow', location={x:43, y:-76, z:-30})"
Create a green sphere at -27 -87 -68,"createObject(type='sphere', color='green', location={x:-27, y:-87, z:-68})"
Create a red sphere at 55 -85 -10,"createObject(type='sphere', color='red', location={x:55, y:-85, z:-10})"
Create a green sphere at -55 -27 -28,"createObject(type='sphere', color='green', location={x:-55, y:-27, z:-28})"
Create a green cube at -94 -60 -1,"createObject(type='cube', color='green', location={x:-94, y:-60, z:-1})"
Create a blue sphere at 97 33 55,"createObject(type='sphere', color='blue', location={x:97, y:33, z:55})"
Create a red cube at 81 88 -80,"createObject(type='cube', color='red', location={x:81, y:88, z:-80})"
Create a red pyramid at -61 32 -55,"createObject(type='pyramid', color='red', location={x:-61, y:32, z:-55})"
Create a yellow cube at -78 73 68,"createObject(type='cube', color='yellow', location={x:-78, y:73, z:68})"
Create a green cube at 88 69 81,"createObject(type='cube', color='green', location={x:88, y:69, z:81})"
Create a green cube at 21 54 73,"createObject(type='cube', color='green', location={x:21, y:54, z:73})"
Create a green pyramid at 42 -61 80,"createObject(type='pyramid', color='green', location={x:42, y:-61, z:80})"
Create a blue cube at -81 -32 88,"createObject(type='cube', color='blue', location={x:-81, y:-32, z:88})"
Create a red pyramid at -65 45 -36,"createObject(type='pyramid', color='red', location={x:-65, y:45, z:-36})"
Create a yellow pyramid at 46 99 10,"createObject(type='pyramid', color='yellow', location={x:46, y:99, z:10})"
Create a blue cube at -84 -78 87,"createObject(type='cube', color='blue', location={x:-84, y:-78, z:87})"
Move pyramid to 65 23 12,"moveObject(target='pyramid', location={x:65, y:23, z:12})"
Move pyramid to 97 48 61,"moveObject(target='pyramid', location={x:97, y:48, z:61})"
Move pyramid to -10 -74 -86,"moveObject(target='pyramid', location={x:-10, y:-74, z:-86})"
Move sphere to -2 42 43,"moveObject(target='sphere', location={x:-2, y:42, z:43})"
Move pyramid to -42 11 99,"moveObject(target='pyramid', location={x:-42, y:11, z:99})"
Move sphere to 55 31 72,"moveObject(target='sphere', location={x:55, y:31, z:72})"
Move cube to 96 -78 73,"moveObject(target='cube', location={x:96, y:-78, z:73})"
Move sphere to -48 36 -34,"moveObject(target='sphere', location={x:-48, y:36, z:-34})"
Move pyramid to -56 -70 45,"moveObject(target='pyramid', location={x:-56, y:-70, z:45})"
Move cube to -4 -83 -15,"moveObject(target='cube', location={x:-4, y:-83, z:-15})"
Move sphere to -89 -91 22,"moveObject(target='sphere', location={x:-89, y:-91, z:22})"
Move pyramid to 81 -74 -53,"moveObject(target='pyramid', location={x:81, y:-74, z:-53})"
Move sphere to -80 -83 17,"moveObject(target='sphere', location={x:-80, y:-83, z:17})"
Move cube to -14 -67 78,"moveObject(target='cube', location={x:-14, y:-67, z:78})"
Move sphere to -23 76 53,"moveObject(target='sphere', location={x:-23, y:76, z:53})"
Move pyramid to 6 83 40,"moveObject(target='pyramid', location={x:6, y:83, z:40})"
Move cube to 35 -44 37,"moveObject(target='cube', location={x:35, y:-44, z:37})"
Move pyramid to 24 8 -65,"moveObject(target='pyramid', location={x:24, y:8, z:-65})"
Move sphere to 71 94 23,"moveObject(target='sphere', location={x:71, y:94, z:23})"
Move cube to 40 99 -24,"moveObject(target='cube', location={x:40, y:99, z:-24})"
Move pyramid to 96 -6 2,"moveObject(target='pyramid', location={x:96, y:-6, z:2})"
Move cube to -99 -79 -21,"moveObject(target='cube', location={x:-99, y:-79, z:-21})"
Move cube to 25 -49 0,"moveObject(target='cube', location={x:25, y:-49, z:0})"
Move pyramid to 93 -2 -62,"moveObject(target='pyramid', location={x:93, y:-2, z:-62})"
Move sphere to 88 88 35,"moveObject(target='sphere', location={x:88, y:88, z:35})"
Move sphere to -23 -64 -12,"moveObject(target='sphere', location={x:-23, y:-64, z:-12})"
Move sphere to 36 94 14,"moveObject(target='sphere', location={x:36, y:94, z:14})"
Move cube to 49 2 58,"moveObject(target='cube', location={x:49, y:2, z:58})"
Move cube to -27 94 26,"moveObject(target='cube', location={x:-27, y:94, z:26})"
Move cube to -11 71 -31,"moveObject(target='cube', location={x:-11, y:71, z:-31})"
Move sphere to 2 44 38,"moveObject(target='sphere', location={x:2, y:44, z:38})"
Move pyramid to 23 33 -20,"moveObject(target='pyramid', location={x:23, y:33, z:-20})"
Move cube to 12 -27 -62,"moveObject(target='cube', location={x:12, y:-27, z:-62})"
Move cube to -83 58 -97,"moveObject(target='cube', location={x:-83, y:58, z:-97})"
Move pyramid to 46 -98 9,"moveObject(target='pyramid', location={x:46, y:-98, z:9})"
Move cube to -92 -50 56,"moveObject(target='cube', location={x:-92, y:-50, z:56})"
Move sphere to -29 68 72,"moveObject(target='sphere', location={x:-29, y:68, z:72})"
Move cube to -6 -76 -51,"moveObject(target='cube', location={x:-6, y:-76, z:-51})"
Move sphere to 57 -19 42,"moveObject(target='sphere', location={x:57, y:-19, z:42})"
Move sphere to 11 29 72,"moveObject(target='sphere', location={x:11, y:29, z:72})"
Move cube to 90 -5 -13,"moveObject(target='cube', location={x:90, y:-5, z:-13})"
Move sphere to 70 65 -27,"moveObject(target='sphere', location={x:70, y:65, z:-27})"
Move sphere to 78 3 100,"moveObject(target='sphere', location={x:78, y:3, z:100})"
Move pyramid to 68 -38 -74,"moveObject(target='pyramid', location={x:68, y:-38, z:-74})"
Move sphere to -92 -87 100,"moveObject(target='sphere', location={x:-92, y:-87, z:100})"
Move sphere to 69 44 -97,"moveObject(target='sphere', location={x:69, y:44, z:-97})"
Move cube to 12 -62 9,"moveObject(target='cube', location={x:12, y:-62, z:9})"
Move sphere to -98 16 -73,"moveObject(target='sphere', location={x:-98, y:16, z:-73})"
Move pyramid to 80 79 78,"moveObject(target='pyramid', location={x:80, y:79, z:78})"
Move sphere to 33 72 -66,"moveObject(target='sphere', location={x:33, y:72, z:-66})"
Move sphere to -25 33 -28,"moveObject(target='sphere', location={x:-25, y:33, z:-28})"
Move sphere to 63 43 -20,"moveObject(target='sphere', location={x:63, y:43, z:-20})"
Move sphere to 91 -96 68,"moveObject(target='sphere', location={x:91, y:-96, z:68})"
Move sphere to -24 54 -18,"moveObject(target='sphere', location={x:-24, y:54, z:-18})"
Move pyramid to -58 50 -45,"moveObject(target='pyramid', location={x:-58, y:50, z:-45})"
Move cube to -85 -58 -26,"moveObject(target='cube', location={x:-85, y:-58, z:-26})"
Move pyramid to -43 -46 90,"moveObject(target='pyramid', location={x:-43, y:-46, z:90})"
Move sphere to 90 -2 -51,"moveObject(target='sphere', location={x:90, y:-2, z:-51})"
Move cube to -89 -83 -21,"moveObject(target='cube', location={x:-89, y:-83, z:-21})"
Move sphere to -72 -54 -52,"moveObject(target='sphere', location={x:-72, y:-54, z:-52})"
Move sphere to -64 -22 -23,"moveObject(target='sphere', location={x:-64, y:-22, z:-23})"
Move pyramid to -93 64 23,"moveObject(target='pyramid', location={x:-93, y:64, z:23})"
Move cube to 42 57 -52,"moveObject(target='cube', location={x:42, y:57, z:-52})"
Move pyramid to -5 95 99,"moveObject(target='pyramid', location={x:-5, y:95, z:99})"
Move sphere to -91 3 29,"moveObject(target='sphere', location={x:-91, y:3, z:29})"
Move cube to 75 5 22,"moveObject(target='cube', location={x:75, y:5, z:22})"
Move pyramid to -9 60 62,"moveObject(target='pyramid', location={x:-9, y:60, z:62})"
Move cube to -83 23 -71,"moveObject(target='cube', location={x:-83, y:23, z:-71})"
Move cube to 73 -48 75,"moveObject(target='cube', location={x:73, y:-48, z:75})"
Move pyramid to 29 51 43,"moveObject(target='pyramid', location={x:29, y:51, z:43})"
Move cube to -11 -32 55,"moveObject(target='cube', location={x:-11, y:-32, z:55})"
Move pyramid to -44 27 58,"moveObject(target='pyramid', location={x:-44, y:27, z:58})"
Move cube to 6 -49 -8,"moveObject(target='cube', location={x:6, y:-49, z:-8})"
Move sphere to 28 -75 74,"moveObject(target='sphere', location={x:28, y:-75, z:74})"
Move pyramid to 40 24 -91,"moveObject(target='pyramid', location={x:40, y:24, z:-91})"
Move sphere to 40 77 -26,"moveObject(target='sphere', location={x:40, y:77, z:-26})"
Move pyramid to -63 -26 62,"moveObject(target='pyramid', location={x:-63, y:-26, z:62})"
Move cube to 64 -16 6,"moveObject(target='cube', location={x:64, y:-16, z:6})"
Move cube to -34 11 23,"moveObject(target='cube', location={x:-34, y:11, z:23})"
Move cube to 43 36 75,"moveObject(target='cube', location={x:43, y:36, z:75})"
Move sphere to -31 93 14,"moveObject(target='sphere', location={x:-31, y:93, z:14})"
Move cube to -8 90 -82,"moveObject(target='cube', location={x:-8, y:90, z:-82})"
Move pyramid to 82 72 -14,"moveObject(target='pyramid', location={x:82, y:72, z:-14})"
Move sphere to 98 -95 39,"moveObject(target='sphere', location={x:98, y:-95, z:39})"
Move pyramid to -62 -100 -2,"moveObject(target='pyramid', location={x:-62, y:-100, z:-2})"
Move sphere to 90 83 -20,"moveObject(target='sphere', location={x:90, y:83, z:-20})"
Move sphere to -26 77 -19,"moveObject(target='sphere', location={x:-26, y:77, z:-19})"
Move sphere to 96 -52 -92,"moveObject(target='sphere', location={x:96, y:-52, z:-92})"
Move pyramid to -61 -51 15,"moveObject(target='pyramid', location={x:-61, y:-51, z:15})"
Move sphere to 23 -21 48,"moveObject(target='sphere', location={x:23, y:-21, z:48})"
Move sphere to -24 -32 43,"moveObject(target='sphere', location={x:-24, y:-32, z:43})"
Move sphere to 79 22 -70,"moveObject(target='sphere', location={x:79, y:22, z:-70})"
Move pyramid to -42 42 -99,"moveObject(target='pyramid', location={x:-42, y:42, z:-99})"
Move cube to 68 94 54,"moveObject(target='cube', location={x:68, y:94, z:54})"
Move sphere to -79 66 9,"moveObject(target='sphere', location={x:-79, y:66, z:9})"
Move cube to 36 78 -24,"moveObject(target='cube', location={x:36, y:78, z:-24})"
Move cube to 71 28 -4,"moveObject(target='cube', location={x:71, y:28, z:-4})"
Move sphere to 95 -79 -71,"moveObject(target='sphere', location={x:95, y:-79, z:-71})"
Move sphere to -30 3 -72,"moveObject(target='sphere', location={x:-30, y:3, z:-72})"
Move sphere to 75 -41 40,"moveObject(target='sphere', location={x:75, y:-41, z:40})"
Rotate pyramid by 3 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:3, z:0})"
Rotate sphere by 161 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:161})"
Rotate pyramid by 26 degrees on X axis,"rotateObject(target='pyramid', rotation={x:26, y:0, z:0})"
Rotate sphere by 39 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:39})"
Rotate cube by 341 degrees on X axis,"rotateObject(target='cube', rotation={x:341, y:0, z:0})"
Rotate cube by 198 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:198, z:0})"
Rotate pyramid by 1 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:1})"
Rotate pyramid by 46 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:46})"
Rotate cube by 148 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:148})"
Rotate sphere by 141 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:141, z:0})"
Rotate pyramid by 133 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:133})"
Rotate pyramid by 39 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:39, z:0})"
Rotate pyramid by 169 degrees on X axis,"rotateObject(target='pyramid', rotation={x:169, y:0, z:0})"
Rotate pyramid by 183 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:183})"
Rotate cube by 272 degrees on X axis,"rotateObject(target='cube', rotation={x:272, y:0, z:0})"
Rotate cube by 259 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:259, z:0})"
Rotate cube by 66 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:66})"
Rotate cube by 49 degrees on X axis,"rotateObject(target='cube', rotation={x:49, y:0, z:0})"
Rotate sphere by 150 degrees on X axis,"rotateObject(target='sphere', rotation={x:150, y:0, z:0})"
Rotate cube by 11 degrees on X axis,"rotateObject(target='cube', rotation={x:11, y:0, z:0})"
Rotate sphere by 255 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:255, z:0})"
Rotate sphere by 261 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:261, z:0})"
Rotate sphere by 48 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:48, z:0})"
Rotate cube by 66 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:66, z:0})"
Rotate sphere by 70 degrees on X axis,"rotateObject(target='sphere', rotation={x:70, y:0, z:0})"
Rotate cube by 17 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:17})"
Rotate sphere by 57 degrees on X axis,"rotateObject(target='sphere', rotation={x:57, y:0, z:0})"
Rotate sphere by 139 degrees on X axis,"rotateObject(target='sphere', rotation={x:139, y:0, z:0})"
Rotate cube by 244 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:244})"
Rotate pyramid by 125 degrees on X axis,"rotateObject(target='pyramid', rotation={x:125, y:0, z:0})"
Rotate sphere by 169 degrees on X axis,"rotateObject(target='sphere', rotation={x:169, y:0, z:0})"
Rotate pyramid by 128 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:128, z:0})"
Rotate cube by 64 degrees on X axis,"rotateObject(target='cube', rotation={x:64, y:0, z:0})"
Rotate pyramid by 44 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:44})"
Rotate cube by 88 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:88})"
Rotate sphere by 188 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:188, z:0})"
Rotate sphere by 186 degrees on X axis,"rotateObject(target='sphere', rotation={x:186, y:0, z:0})"
Rotate pyramid by 301 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:301})"
Rotate pyramid by 331 degrees on X axis,"rotateObject(target='pyramid', rotation={x:331, y:0, z:0})"
Rotate pyramid by 108 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:108, z:0})"
Rotate cube by 272 degrees on X axis,"rotateObject(target='cube', rotation={x:272, y:0, z:0})"
Rotate sphere by 49 degrees on X axis,"rotateObject(target='sphere', rotation={x:49, y:0, z:0})"
Rotate cube by 312 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:312})"
Rotate cube by 50 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:50, z:0})"
Rotate sphere by 254 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:254})"
Rotate cube by 200 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:200, z:0})"
Rotate pyramid by 7 degrees on X axis,"rotateObject(target='pyramid', rotation={x:7, y:0, z:0})"
Rotate cube by 11 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:11, z:0})"
Rotate pyramid by 42 degrees on X axis,"rotateObject(target='pyramid', rotation={x:42, y:0, z:0})"
Rotate pyramid by 173 degrees on X axis,"rotateObject(target='pyramid', rotation={x:173, y:0, z:0})"
Rotate sphere by 44 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:44})"
Rotate cube by 343 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:343, z:0})"
Rotate pyramid by 67 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:67})"
Rotate sphere by 81 degrees on X axis,"rotateObject(target='sphere', rotation={x:81, y:0, z:0})"
Rotate pyramid by 208 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:208, z:0})"
Rotate pyramid by 78 degrees on X axis,"rotateObject(target='pyramid', rotation={x:78, y:0, z:0})"
Rotate pyramid by 230 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:230})"
Rotate pyramid by 255 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:255, z:0})"
Rotate sphere by 244 degrees on X axis,"rotateObject(target='sphere', rotation={x:244, y:0, z:0})"
Rotate sphere by 205 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:205, z:0})"
Rotate cube by 305 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:305})"
Rotate cube by 33 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:33, z:0})"
Rotate pyramid by 298 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:298, z:0})"
Rotate sphere by 306 degrees on X axis,"rotateObject(target='sphere', rotation={x:306, y:0, z:0})"
Rotate pyramid by 83 degrees on X axis,"rotateObject(target='pyramid', rotation={x:83, y:0, z:0})"
Rotate cube by 22 degrees on X axis,"rotateObject(target='cube', rotation={x:22, y:0, z:0})"
Rotate sphere by 207 degrees on X axis,"rotateObject(target='sphere', rotation={x:207, y:0, z:0})"
Rotate sphere by 170 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:170})"
Rotate sphere by 116 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:116, z:0})"
Rotate cube by 70 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:70})"
Rotate pyramid by 314 degrees on X axis,"rotateObject(target='pyramid', rotation={x:314, y:0, z:0})"
Rotate cube by 202 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:202})"
Rotate cube by 159 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:159})"
Rotate sphere by 34 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:34, z:0})"
Rotate sphere by 76 degrees on X axis,"rotateObject(target='sphere', rotation={x:76, y:0, z:0})"
Rotate pyramid by 174 degrees on X axis,"rotateObject(target='pyramid', rotation={x:174, y:0, z:0})"
Rotate cube by 229 degrees on X axis,"rotateObject(target='cube', rotation={x:229, y:0, z:0})"
Rotate pyramid by 206 degrees on X axis,"rotateObject(target='pyramid', rotation={x:206, y:0, z:0})"
Rotate pyramid by 209 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:209})"
Rotate sphere by 167 degrees on X axis,"rotateObject(target='sphere', rotation={x:167, y:0, z:0})"
Rotate cube by 116 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:116, z:0})"
Rotate cube by 188 degrees on Y axis,"rotateObject(target='cube', rotation={x:0, y:188, z:0})"
Rotate pyramid by 356 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:356, z:0})"
Rotate cube by 38 degrees on Z axis,"rotateObject(target='cube', rotation={x:0, y:0, z:38})"
Rotate pyramid by 75 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:75})"
Rotate sphere by 214 degrees on Z axis,"rotateObject(target='sphere', rotation={x:0, y:0, z:214})"
Rotate pyramid by 333 degrees on X axis,"rotateObject(target='pyramid', rotation={x:333, y:0, z:0})"
Rotate pyramid by 174 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:174})"
Rotate sphere by 235 degrees on Y axis,"rotateObject(target='sphere', rotation={x:0, y:235, z:0})"
Rotate cube by 89 degrees on X axis,"rotateObject(target='cube', rotation={x:89, y:0, z:0})"
Rotate pyramid by 159 degrees on Z axis,"rotateObject(target='pyramid', rotation={x:0, y:0, z:159})"
Rotate pyramid by 258 degrees on Y axis,"rotateObject(target='pyramid', rotation={x:0, y:258, z:0})"
