input,output
"Create a green pyramid at X=54, Y=-53, Z=21.","createObject(type=""pyramid"", color=""green"", location={x:54, y:-53, z:21})"
"Create a yellow cube at X=-86, Y=-66, Z=3.","createObject(type=""cube"", color=""yellow"", location={x:-86, y:-66, z:3})"
"Create a green sphere at X=-55, Y=88, Z=-74.","createObject(type=""sphere"", color=""green"", location={x:-55, y:88, z:-74})"
"Create a red pyramid at X=6, Y=-79, Z=84.","createObject(type=""pyramid"", color=""red"", location={x:6, y:-79, z:84})"
"Create a yellow cube at X=-89, Y=-97, Z=54.","createObject(type=""cube"", color=""yellow"", location={x:-89, y:-97, z:54})"
"Create a blue pyramid at X=-19, Y=-79, Z=-35.","createObject(type=""pyramid"", color=""blue"", location={x:-19, y:-79, z:-35})"
"Create a red pyramid at X=86, Y=-85, Z=47.","createObject(type=""pyramid"", color=""red"", location={x:86, y:-85, z:47})"
"Create a yellow cube at X=65, Y=4, Z=-51.","createObject(type=""cube"", color=""yellow"", location={x:65, y:4, z:-51})"
"Create a blue sphere at X=-14, Y=20, Z=-25.","createObject(type=""sphere"", color=""blue"", location={x:-14, y:20, z:-25})"
"Create a blue cube at X=-17, Y=95, Z=-40.","createObject(type=""cube"", color=""blue"", location={x:-17, y:95, z:-40})"
"Create a blue cube at X=94, Y=-10, Z=69.","createObject(type=""cube"", color=""blue"", location={x:94, y:-10, z:69})"
"Create a blue sphere at X=-16, Y=-14, Z=-39.","createObject(type=""sphere"", color=""blue"", location={x:-16, y:-14, z:-39})"
"Create a blue cube at X=20, Y=28, Z=-63.","createObject(type=""cube"", color=""blue"", location={x:20, y:28, z:-63})"
"Create a blue pyramid at X=31, Y=18, Z=40.","createObject(type=""pyramid"", color=""blue"", location={x:31, y:18, z:40})"
"Create a green pyramid at X=42, Y=-43, Z=-37.","createObject(type=""pyramid"", color=""green"", location={x:42, y:-43, z:-37})"
"Create a red sphere at X=39, Y=-95, Z=-10.","createObject(type=""sphere"", color=""red"", location={x:39, y:-95, z:-10})"
"Create a blue cube at X=70, Y=34, Z=-70.","createObject(type=""cube"", color=""blue"", location={x:70, y:34, z:-70})"
"Create a green cube at X=35, Y=-29, Z=-23.","createObject(type=""cube"", color=""green"", location={x:35, y:-29, z:-23})"
"Create a red cube at X=10, Y=55, Z=82.","createObject(type=""cube"", color=""red"", location={x:10, y:55, z:82})"
"Create a green sphere at X=-85, Y=56, Z=10.","createObject(type=""sphere"", color=""green"", location={x:-85, y:56, z:10})"
"Create a yellow pyramid at X=6, Y=-38, Z=28.","createObject(type=""pyramid"", color=""yellow"", location={x:6, y:-38, z:28})"
"Create a yellow sphere at X=-19, Y=-60, Z=-1.","createObject(type=""sphere"", color=""yellow"", location={x:-19, y:-60, z:-1})"
"Create a red pyramid at X=-96, Y=-80, Z=-41.","createObject(type=""pyramid"", color=""red"", location={x:-96, y:-80, z:-41})"
"Create a red cube at X=40, Y=-57, Z=-65.","createObject(type=""cube"", color=""red"", location={x:40, y:-57, z:-65})"
"Create a green pyramid at X=55, Y=3, Z=-74.","createObject(type=""pyramid"", color=""green"", location={x:55, y:3, z:-74})"
"Create a yellow pyramid at X=-40, Y=23, Z=-45.","createObject(type=""pyramid"", color=""yellow"", location={x:-40, y:23, z:-45})"
"Create a green pyramid at X=-35, Y=74, Z=12.","createObject(type=""pyramid"", color=""green"", location={x:-35, y:74, z:12})"
"Create a red sphere at X=-63, Y=-4, Z=-35.","createObject(type=""sphere"", color=""red"", location={x:-63, y:-4, z:-35})"
"Create a blue pyramid at X=-94, Y=71, Z=-37.","createObject(type=""pyramid"", color=""blue"", location={x:-94, y:71, z:-37})"
"Create a green cube at X=-70, Y=-74, Z=17.","createObject(type=""cube"", color=""green"", location={x:-70, y:-74, z:17})"
"Create a blue pyramid at X=-60, Y=-73, Z=-54.","createObject(type=""pyramid"", color=""blue"", location={x:-60, y:-73, z:-54})"
"Create a red cube at X=39, Y=1, Z=6.","createObject(type=""cube"", color=""red"", location={x:39, y:1, z:6})"
"Create a red pyramid at X=39, Y=-36, Z=51.","createObject(type=""pyramid"", color=""red"", location={x:39, y:-36, z:51})"
"Create a yellow sphere at X=-27, Y=-35, Z=-34.","createObject(type=""sphere"", color=""yellow"", location={x:-27, y:-35, z:-34})"
"Create a red sphere at X=18, Y=-74, Z=-42.","createObject(type=""sphere"", color=""red"", location={x:18, y:-74, z:-42})"
"Create a green sphere at X=-24, Y=-91, Z=56.","createObject(type=""sphere"", color=""green"", location={x:-24, y:-91, z:56})"
"Create a yellow cube at X=-68, Y=93, Z=-57.","createObject(type=""cube"", color=""yellow"", location={x:-68, y:93, z:-57})"
"Create a blue pyramid at X=28, Y=96, Z=81.","createObject(type=""pyramid"", color=""blue"", location={x:28, y:96, z:81})"
"Create a green sphere at X=-78, Y=3, Z=-11.","createObject(type=""sphere"", color=""green"", location={x:-78, y:3, z:-11})"
"Create a blue sphere at X=37, Y=26, Z=88.","createObject(type=""sphere"", color=""blue"", location={x:37, y:26, z:88})"
"Create a red pyramid at X=93, Y=-31, Z=94.","createObject(type=""pyramid"", color=""red"", location={x:93, y:-31, z:94})"
"Create a blue sphere at X=43, Y=29, Z=-49.","createObject(type=""sphere"", color=""blue"", location={x:43, y:29, z:-49})"
"Create a red cube at X=-71, Y=26, Z=72.","createObject(type=""cube"", color=""red"", location={x:-71, y:26, z:72})"
"Create a blue sphere at X=41, Y=-79, Z=68.","createObject(type=""sphere"", color=""blue"", location={x:41, y:-79, z:68})"
"Create a green cube at X=-63, Y=-48, Z=56.","createObject(type=""cube"", color=""green"", location={x:-63, y:-48, z:56})"
"Create a green sphere at X=84, Y=-93, Z=-23.","createObject(type=""sphere"", color=""green"", location={x:84, y:-93, z:-23})"
"Create a green pyramid at X=65, Y=74, Z=18.","createObject(type=""pyramid"", color=""green"", location={x:65, y:74, z:18})"
"Create a blue cube at X=-21, Y=-91, Z=-79.","createObject(type=""cube"", color=""blue"", location={x:-21, y:-91, z:-79})"
"Create a blue sphere at X=-3, Y=-49, Z=77.","createObject(type=""sphere"", color=""blue"", location={x:-3, y:-49, z:77})"
"Create a yellow cube at X=-99, Y=59, Z=-36.","createObject(type=""cube"", color=""yellow"", location={x:-99, y:59, z:-36})"
"Create a green pyramid at X=78, Y=-73, Z=35.","createObject(type=""pyramid"", color=""green"", location={x:78, y:-73, z:35})"
"Create a green cube at X=8, Y=56, Z=85.","createObject(type=""cube"", color=""green"", location={x:8, y:56, z:85})"
"Create a green sphere at X=-65, Y=12, Z=-100.","createObject(type=""sphere"", color=""green"", location={x:-65, y:12, z:-100})"
"Create a green cube at X=100, Y=-51, Z=61.","createObject(type=""cube"", color=""green"", location={x:100, y:-51, z:61})"
"Create a red cube at X=-95, Y=-46, Z=54.","createObject(type=""cube"", color=""red"", location={x:-95, y:-46, z:54})"
"Create a yellow sphere at X=61, Y=-92, Z=43.","createObject(type=""sphere"", color=""yellow"", location={x:61, y:-92, z:43})"
"Create a yellow pyramid at X=-66, Y=41, Z=-12.","createObject(type=""pyramid"", color=""yellow"", location={x:-66, y:41, z:-12})"
"Create a green pyramid at X=82, Y=15, Z=-57.","createObject(type=""pyramid"", color=""green"", location={x:82, y:15, z:-57})"
"Create a yellow pyramid at X=94, Y=33, Z=33.","createObject(type=""pyramid"", color=""yellow"", location={x:94, y:33, z:33})"
"Create a red pyramid at X=-5, Y=-52, Z=-28.","createObject(type=""pyramid"", color=""red"", location={x:-5, y:-52, z:-28})"
"Create a red cube at X=-13, Y=-7, Z=-51.","createObject(type=""cube"", color=""red"", location={x:-13, y:-7, z:-51})"
"Create a red cube at X=30, Y=-53, Z=29.","createObject(type=""cube"", color=""red"", location={x:30, y:-53, z:29})"
"Create a red pyramid at X=70, Y=-1, Z=66.","createObject(type=""pyramid"", color=""red"", location={x:70, y:-1, z:66})"
"Create a red sphere at X=-59, Y=51, Z=-67.","createObject(type=""sphere"", color=""red"", location={x:-59, y:51, z:-67})"
"Create a blue sphere at X=77, Y=46, Z=11.","createObject(type=""sphere"", color=""blue"", location={x:77, y:46, z:11})"
"Create a green sphere at X=-34, Y=-28, Z=-13.","createObject(type=""sphere"", color=""green"", location={x:-34, y:-28, z:-13})"
"Create a blue cube at X=-41, Y=19, Z=60.","createObject(type=""cube"", color=""blue"", location={x:-41, y:19, z:60})"
"Create a yellow cube at X=67, Y=47, Z=-34.","createObject(type=""cube"", color=""yellow"", location={x:67, y:47, z:-34})"
"Create a blue sphere at X=41, Y=-27, Z=-52.","createObject(type=""sphere"", color=""blue"", location={x:41, y:-27, z:-52})"
"Create a blue sphere at X=8, Y=74, Z=17.","createObject(type=""sphere"", color=""blue"", location={x:8, y:74, z:17})"
"Create a yellow sphere at X=4, Y=32, Z=99.","createObject(type=""sphere"", color=""yellow"", location={x:4, y:32, z:99})"
"Create a red sphere at X=-63, Y=70, Z=29.","createObject(type=""sphere"", color=""red"", location={x:-63, y:70, z:29})"
"Create a green pyramid at X=8, Y=-42, Z=-83.","createObject(type=""pyramid"", color=""green"", location={x:8, y:-42, z:-83})"
"Create a green pyramid at X=40, Y=-38, Z=76.","createObject(type=""pyramid"", color=""green"", location={x:40, y:-38, z:76})"
"Create a green pyramid at X=-96, Y=-77, Z=52.","createObject(type=""pyramid"", color=""green"", location={x:-96, y:-77, z:52})"
"Create a green sphere at X=-98, Y=-59, Z=26.","createObject(type=""sphere"", color=""green"", location={x:-98, y:-59, z:26})"
"Create a yellow sphere at X=-19, Y=74, Z=-63.","createObject(type=""sphere"", color=""yellow"", location={x:-19, y:74, z:-63})"
"Create a green pyramid at X=20, Y=8, Z=46.","createObject(type=""pyramid"", color=""green"", location={x:20, y:8, z:46})"
"Create a red pyramid at X=-65, Y=-5, Z=-62.","createObject(type=""pyramid"", color=""red"", location={x:-65, y:-5, z:-62})"
"Move the sphere to X=69, Y=-99, Z=-82.","moveObject(target=""sphere"", location={x:69, y:-99, z:-82})"
"Move the cube to X=-82, Y=67, Z=8.","moveObject(target=""cube"", location={x:-82, y:67, z:8})"
"Move the sphere to X=42, Y=3, Z=25.","moveObject(target=""sphere"", location={x:42, y:3, z:25})"
"Move the pyramid to X=61, Y=-58, Z=-51.","moveObject(target=""pyramid"", location={x:61, y:-58, z:-51})"
"Move the sphere to X=52, Y=-28, Z=-70.","moveObject(target=""sphere"", location={x:52, y:-28, z:-70})"
"Move the object to X=-21, Y=56, Z=56.","moveObject(target=""object"", location={x:-21, y:56, z:56})"
"Move the object to X=-25, Y=16, Z=84.","moveObject(target=""object"", location={x:-25, y:16, z:84})"
"Move the sphere to X=43, Y=-31, Z=57.","moveObject(target=""sphere"", location={x:43, y:-31, z:57})"
"Move the object to X=23, Y=-11, Z=-57.","moveObject(target=""object"", location={x:23, y:-11, z:-57})"
"Move the pyramid to X=88, Y=-12, Z=32.","moveObject(target=""pyramid"", location={x:88, y:-12, z:32})"
"Move the pyramid to X=86, Y=-44, Z=-49.","moveObject(target=""pyramid"", location={x:86, y:-44, z:-49})"
"Move the pyramid to X=68, Y=-34, Z=-14.","moveObject(target=""pyramid"", location={x:68, y:-34, z:-14})"
"Move the pyramid to X=-52, Y=-69, Z=-72.","moveObject(target=""pyramid"", location={x:-52, y:-69, z:-72})"
"Move the cube to X=-31, Y=-62, Z=92.","moveObject(target=""cube"", location={x:-31, y:-62, z:92})"
"Move the pyramid to X=74, Y=52, Z=-87.","moveObject(target=""pyramid"", location={x:74, y:52, z:-87})"
"Move the object to X=80, Y=-100, Z=40.","moveObject(target=""object"", location={x:80, y:-100, z:40})"
"Move the cube to X=64, Y=55, Z=82.","moveObject(target=""cube"", location={x:64, y:55, z:82})"
"Move the cube to X=54, Y=38, Z=-5.","moveObject(target=""cube"", location={x:54, y:38, z:-5})"
"Move the cube to X=-76, Y=34, Z=6.","moveObject(target=""cube"", location={x:-76, y:34, z:6})"
"Move the object to X=18, Y=42, Z=-19.","moveObject(target=""object"", location={x:18, y:42, z:-19})"
"Move the sphere to X=-95, Y=49, Z=84.","moveObject(target=""sphere"", location={x:-95, y:49, z:84})"
"Move the object to X=93, Y=-20, Z=-99.","moveObject(target=""object"", location={x:93, y:-20, z:-99})"
"Move the pyramid to X=-78, Y=46, Z=-82.","moveObject(target=""pyramid"", location={x:-78, y:46, z:-82})"
"Move the object to X=42, Y=-69, Z=10.","moveObject(target=""object"", location={x:42, y:-69, z:10})"
"Move the pyramid to X=53, Y=9, Z=26.","moveObject(target=""pyramid"", location={x:53, y:9, z:26})"
"Move the sphere to X=-61, Y=-88, Z=75.","moveObject(target=""sphere"", location={x:-61, y:-88, z:75})"
"Move the object to X=-61, Y=24, Z=-42.","moveObject(target=""object"", location={x:-61, y:24, z:-42})"
"Move the object to X=-51, Y=-79, Z=75.","moveObject(target=""object"", location={x:-51, y:-79, z:75})"
"Move the object to X=58, Y=-13, Z=35.","moveObject(target=""object"", location={x:58, y:-13, z:35})"
"Move the sphere to X=-10, Y=-72, Z=-3.","moveObject(target=""sphere"", location={x:-10, y:-72, z:-3})"
"Move the pyramid to X=99, Y=-87, Z=8.","moveObject(target=""pyramid"", location={x:99, y:-87, z:8})"
"Move the sphere to X=-94, Y=-53, Z=-67.","moveObject(target=""sphere"", location={x:-94, y:-53, z:-67})"
"Move the cube to X=53, Y=53, Z=-64.","moveObject(target=""cube"", location={x:53, y:53, z:-64})"
"Move the cube to X=62, Y=21, Z=-80.","moveObject(target=""cube"", location={x:62, y:21, z:-80})"
"Move the pyramid to X=-5, Y=-56, Z=67.","moveObject(target=""pyramid"", location={x:-5, y:-56, z:67})"
"Move the sphere to X=-19, Y=58, Z=-33.","moveObject(target=""sphere"", location={x:-19, y:58, z:-33})"
"Move the sphere to X=-81, Y=56, Z=25.","moveObject(target=""sphere"", location={x:-81, y:56, z:25})"
"Move the sphere to X=-40, Y=-100, Z=-38.","moveObject(target=""sphere"", location={x:-40, y:-100, z:-38})"
"Move the sphere to X=-47, Y=-53, Z=-39.","moveObject(target=""sphere"", location={x:-47, y:-53, z:-39})"
"Move the pyramid to X=-13, Y=-43, Z=-90.","moveObject(target=""pyramid"", location={x:-13, y:-43, z:-90})"
"Move the object to X=-60, Y=52, Z=-21.","moveObject(target=""object"", location={x:-60, y:52, z:-21})"
"Move the sphere to X=-95, Y=-5, Z=80.","moveObject(target=""sphere"", location={x:-95, y:-5, z:80})"
"Move the pyramid to X=38, Y=46, Z=-32.","moveObject(target=""pyramid"", location={x:38, y:46, z:-32})"
"Move the sphere to X=-28, Y=-9, Z=88.","moveObject(target=""sphere"", location={x:-28, y:-9, z:88})"
"Move the cube to X=-64, Y=38, Z=34.","moveObject(target=""cube"", location={x:-64, y:38, z:34})"
"Move the pyramid to X=29, Y=-8, Z=94.","moveObject(target=""pyramid"", location={x:29, y:-8, z:94})"
"Move the object to X=0, Y=65, Z=29.","moveObject(target=""object"", location={x:0, y:65, z:29})"
"Move the cube to X=89, Y=10, Z=-69.","moveObject(target=""cube"", location={x:89, y:10, z:-69})"
"Move the pyramid to X=90, Y=-86, Z=48.","moveObject(target=""pyramid"", location={x:90, y:-86, z:48})"
"Move the pyramid to X=78, Y=45, Z=-12.","moveObject(target=""pyramid"", location={x:78, y:45, z:-12})"
"Move the sphere to X=21, Y=-32, Z=-70.","moveObject(target=""sphere"", location={x:21, y:-32, z:-70})"
"Move the object to X=62, Y=-50, Z=-91.","moveObject(target=""object"", location={x:62, y:-50, z:-91})"
"Move the pyramid to X=-26, Y=-8, Z=-70.","moveObject(target=""pyramid"", location={x:-26, y:-8, z:-70})"
"Move the cube to X=-28, Y=16, Z=21.","moveObject(target=""cube"", location={x:-28, y:16, z:21})"
"Move the sphere to X=75, Y=43, Z=-8.","moveObject(target=""sphere"", location={x:75, y:43, z:-8})"
"Move the cube to X=74, Y=-78, Z=92.","moveObject(target=""cube"", location={x:74, y:-78, z:92})"
"Move the sphere to X=73, Y=-9, Z=50.","moveObject(target=""sphere"", location={x:73, y:-9, z:50})"
"Move the sphere to X=-35, Y=49, Z=-42.","moveObject(target=""sphere"", location={x:-35, y:49, z:-42})"
"Move the sphere to X=62, Y=-100, Z=-36.","moveObject(target=""sphere"", location={x:62, y:-100, z:-36})"
"Move the sphere to X=26, Y=71, Z=55.","moveObject(target=""sphere"", location={x:26, y:71, z:55})"
"Move the sphere to X=-8, Y=36, Z=-20.","moveObject(target=""sphere"", location={x:-8, y:36, z:-20})"
"Move the sphere to X=-34, Y=79, Z=-39.","moveObject(target=""sphere"", location={x:-34, y:79, z:-39})"
"Move the sphere to X=34, Y=87, Z=60.","moveObject(target=""sphere"", location={x:34, y:87, z:60})"
"Move the object to X=67, Y=26, Z=50.","moveObject(target=""object"", location={x:67, y:26, z:50})"
"Move the pyramid to X=-99, Y=66, Z=-90.","moveObject(target=""pyramid"", location={x:-99, y:66, z:-90})"
"Move the pyramid to X=-8, Y=82, Z=-41.","moveObject(target=""pyramid"", location={x:-8, y:82, z:-41})"
"Move the sphere to X=-99, Y=50, Z=-100.","moveObject(target=""sphere"", location={x:-99, y:50, z:-100})"
"Move the sphere to X=12, Y=-22, Z=-19.","moveObject(target=""sphere"", location={x:12, y:-22, z:-19})"
"Move the sphere to X=60, Y=99, Z=5.","moveObject(target=""sphere"", location={x:60, y:99, z:5})"
"Move the object to X=-69, Y=-84, Z=92.","moveObject(target=""object"", location={x:-69, y:-84, z:92})"
"Move the sphere to X=-33, Y=-75, Z=-38.","moveObject(target=""sphere"", location={x:-33, y:-75, z:-38})"
"Move the cube to X=-37, Y=-49, Z=-68.","moveObject(target=""cube"", location={x:-37, y:-49, z:-68})"
"Move the object to X=-72, Y=20, Z=10.","moveObject(target=""object"", location={x:-72, y:20, z:10})"
"Move the cube to X=-30, Y=93, Z=23.","moveObject(target=""cube"", location={x:-30, y:93, z:23})"
"Move the pyramid to X=-33, Y=0, Z=86.","moveObject(target=""pyramid"", location={x:-33, y:0, z:86})"
"Move the object to X=73, Y=-16, Z=66.","moveObject(target=""object"", location={x:73, y:-16, z:66})"
"Move the sphere to X=1, Y=8, Z=35.","moveObject(target=""sphere"", location={x:1, y:8, z:35})"
"Move the sphere to X=83, Y=43, Z=-77.","moveObject(target=""sphere"", location={x:83, y:43, z:-77})"
"Move the pyramid to X=2, Y=98, Z=-93.","moveObject(target=""pyramid"", location={x:2, y:98, z:-93})"
"Move the object to X=30, Y=59, Z=-37.","moveObject(target=""object"", location={x:30, y:59, z:-37})"
"Move the cube to X=25, Y=-46, Z=92.","moveObject(target=""cube"", location={x:25, y:-46, z:92})"
"Move the cube to X=59, Y=61, Z=32.","moveObject(target=""cube"", location={x:59, y:61, z:32})"
"Move the object to X=10, Y=-43, Z=10.","moveObject(target=""object"", location={x:10, y:-43, z:10})"
"Move the pyramid to X=-79, Y=-57, Z=-66.","moveObject(target=""pyramid"", location={x:-79, y:-57, z:-66})"
"Move the cube to X=95, Y=23, Z=-97.","moveObject(target=""cube"", location={x:95, y:23, z:-97})"
"Move the sphere to X=-93, Y=1, Z=-16.","moveObject(target=""sphere"", location={x:-93, y:1, z:-16})"
"Move the pyramid to X=-54, Y=-60, Z=-26.","moveObject(target=""pyramid"", location={x:-54, y:-60, z:-26})"
"Move the sphere to X=-5, Y=-92, Z=96.","moveObject(target=""sphere"", location={x:-5, y:-92, z:96})"
"Move the cube to X=96, Y=-37, Z=52.","moveObject(target=""cube"", location={x:96, y:-37, z:52})"
"Move the object to X=94, Y=-54, Z=-43.","moveObject(target=""object"", location={x:94, y:-54, z:-43})"
"Move the sphere to X=-62, Y=0, Z=-26.","moveObject(target=""sphere"", location={x:-62, y:0, z:-26})"
"Move the sphere to X=79, Y=-48, Z=-36.","moveObject(target=""sphere"", location={x:79, y:-48, z:-36})"
"Move the object to X=16, Y=29, Z=-81.","moveObject(target=""object"", location={x:16, y:29, z:-81})"
"Move the cube to X=42, Y=-35, Z=33.","moveObject(target=""cube"", location={x:42, y:-35, z:33})"
"Move the sphere to X=-72, Y=1, Z=30.","moveObject(target=""sphere"", location={x:-72, y:1, z:30})"
"Move the cube to X=90, Y=-57, Z=-31.","moveObject(target=""cube"", location={x:90, y:-57, z:-31})"
"Move the pyramid to X=-47, Y=23, Z=-10.","moveObject(target=""pyramid"", location={x:-47, y:23, z:-10})"
"Move the cube to X=-28, Y=16, Z=69.","moveObject(target=""cube"", location={x:-28, y:16, z:69})"
"Move the pyramid to X=-37, Y=52, Z=2.","moveObject(target=""pyramid"", location={x:-37, y:52, z:2})"
"Move the object to X=59, Y=-84, Z=11.","moveObject(target=""object"", location={x:59, y:-84, z:11})"
"Rotate the sphere around X by -41 degrees, Y by -64 degrees, and Z by -17 degrees.","rotateObject(target=""sphere"", rotation={x:-41, y:-64, z:-17})"
"Rotate the pyramid around X by -35 degrees, Y by -17 degrees, and Z by -7 degrees.","rotateObject(target=""pyramid"", rotation={x:-35, y:-17, z:-7})"
"Rotate the sphere around X by 9 degrees, Y by -69 degrees, and Z by 87 degrees.","rotateObject(target=""sphere"", rotation={x:9, y:-69, z:87})"
"Rotate the pyramid around X by -28 degrees, Y by 78 degrees, and Z by -66 degrees.","rotateObject(target=""pyramid"", rotation={x:-28, y:78, z:-66})"
"Rotate the cube around X by -25 degrees, Y by -2 degrees, and Z by 24 degrees.","rotateObject(target=""cube"", rotation={x:-25, y:-2, z:24})"
"Rotate the object around X by -32 degrees, Y by 17 degrees, and Z by 98 degrees.","rotateObject(target=""object"", rotation={x:-32, y:17, z:98})"
"Rotate the cube around X by -38 degrees, Y by -78 degrees, and Z by -78 degrees.","rotateObject(target=""cube"", rotation={x:-38, y:-78, z:-78})"
"Rotate the cube around X by -42 degrees, Y by -1 degrees, and Z by 29 degrees.","rotateObject(target=""cube"", rotation={x:-42, y:-1, z:29})"
"Rotate the pyramid around X by 57 degrees, Y by -56 degrees, and Z by -37 degrees.","rotateObject(target=""pyramid"", rotation={x:57, y:-56, z:-37})"
"Rotate the pyramid around X by 56 degrees, Y by 89 degrees, and Z by -3 degrees.","rotateObject(target=""pyramid"", rotation={x:56, y:89, z:-3})"
"Rotate the cube around X by 64 degrees, Y by -26 degrees, and Z by -21 degrees.","rotateObject(target=""cube"", rotation={x:64, y:-26, z:-21})"
"Rotate the sphere around X by -77 degrees, Y by 35 degrees, and Z by -53 degrees.","rotateObject(target=""sphere"", rotation={x:-77, y:35, z:-53})"
"Rotate the object around X by -61 degrees, Y by -57 degrees, and Z by 21 degrees.","rotateObject(target=""object"", rotation={x:-61, y:-57, z:21})"
"Rotate the sphere around X by 64 degrees, Y by 49 degrees, and Z by 1 degrees.","rotateObject(target=""sphere"", rotation={x:64, y:49, z:1})"
"Rotate the cube around X by -92 degrees, Y by -14 degrees, and Z by 62 degrees.","rotateObject(target=""cube"", rotation={x:-92, y:-14, z:62})"
"Rotate the pyramid around X by 26 degrees, Y by -49 degrees, and Z by 33 degrees.","rotateObject(target=""pyramid"", rotation={x:26, y:-49, z:33})"
"Rotate the object around X by -77 degrees, Y by -92 degrees, and Z by 2 degrees.","rotateObject(target=""object"", rotation={x:-77, y:-92, z:2})"
"Rotate the pyramid around X by -42 degrees, Y by -72 degrees, and Z by -5 degrees.","rotateObject(target=""pyramid"", rotation={x:-42, y:-72, z:-5})"
"Rotate the cube around X by -11 degrees, Y by 96 degrees, and Z by -21 degrees.","rotateObject(target=""cube"", rotation={x:-11, y:96, z:-21})"
"Rotate the pyramid around X by 17 degrees, Y by 72 degrees, and Z by -38 degrees.","rotateObject(target=""pyramid"", rotation={x:17, y:72, z:-38})"
"Rotate the cube around X by -72 degrees, Y by 11 degrees, and Z by -36 degrees.","rotateObject(target=""cube"", rotation={x:-72, y:11, z:-36})"
"Rotate the sphere around X by -44 degrees, Y by 56 degrees, and Z by -82 degrees.","rotateObject(target=""sphere"", rotation={x:-44, y:56, z:-82})"
"Rotate the object around X by -52 degrees, Y by -38 degrees, and Z by 62 degrees.","rotateObject(target=""object"", rotation={x:-52, y:-38, z:62})"
"Rotate the sphere around X by -67 degrees, Y by -64 degrees, and Z by -63 degrees.","rotateObject(target=""sphere"", rotation={x:-67, y:-64, z:-63})"
"Rotate the cube around X by -63 degrees, Y by 92 degrees, and Z by -56 degrees.","rotateObject(target=""cube"", rotation={x:-63, y:92, z:-56})"
"Rotate the sphere around X by 98 degrees, Y by -83 degrees, and Z by 48 degrees.","rotateObject(target=""sphere"", rotation={x:98, y:-83, z:48})"
"Rotate the object around X by -44 degrees, Y by 83 degrees, and Z by -73 degrees.","rotateObject(target=""object"", rotation={x:-44, y:83, z:-73})"
"Rotate the object around X by -27 degrees, Y by 48 degrees, and Z by 3 degrees.","rotateObject(target=""object"", rotation={x:-27, y:48, z:3})"
"Rotate the pyramid around X by 72 degrees, Y by -10 degrees, and Z by 20 degrees.","rotateObject(target=""pyramid"", rotation={x:72, y:-10, z:20})"
"Rotate the sphere around X by 19 degrees, Y by 13 degrees, and Z by 13 degrees.","rotateObject(target=""sphere"", rotation={x:19, y:13, z:13})"
"Rotate the cube around X by -62 degrees, Y by 55 degrees, and Z by -61 degrees.","rotateObject(target=""cube"", rotation={x:-62, y:55, z:-61})"
